scenario,rep,phase,consensus,batch,tps,orderer_count,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,SourceFolder,role
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org1.example.com,4.76,7.22,257.0,307.0,154.0,145.0,0.0,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org2.example.com,0.47,2.6,239.0,300.0,51.0,12.9,0.0,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/orderer3.example.com,0.37,0.57,127.0,184.0,58.6,12.4,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/orderer.example.com,0.45,0.6,146.0,197.0,48.6,187.0,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb0,3.05,8.55,72.6,79.9,14.8,6.61,0.0,20.8,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/orderer2.example.com,0.39,0.6,141.0,196.0,59.2,59.2,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/orderer4.example.com,0.41,0.66,134.0,189.0,58.9,12.7,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb1,0.85,6.16,72.0,77.8,12.7,4.55,0.0,20.8,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/ca_orderer,0.0,0.0,9.46,9.88,0.000307,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org2,0.0,0.0,9.57,9.73,0.000307,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org1,0.0,0.0,9.96,10.2,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,SUBMIT,Raft,100,100,4,submitEvidence,ORDERERS_AGG,0.405,0.6075,137.0,191.5,225.3,271.3,,388.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.0,2.94,71.2,72.4,18.9,20.5,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,73.5,73.5,0.00433,0.00361,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org1.example.com,0.82,2.73,288.0,305.0,46.5,7.37,,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org2.example.com,4.61,7.16,299.0,320.0,126.0,107.0,,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer3.example.com,0.32,0.48,171.0,185.0,46.7,10.2,,75.5,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer.example.com,0.52,0.87,190.0,202.0,38.7,148.0,,75.5,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb0,2.14,6.73,58.8,63.4,7.16,9.87,,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer2.example.com,0.41,0.67,188.0,199.0,46.7,46.7,,75.5,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer4.example.com,0.36,0.58,176.0,187.0,46.2,9.76,,75.5,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb1,3.22,8.14,59.3,62.3,8.26,8.96,,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.73,8.73,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.15,9.17,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.21,9.27,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,2,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,ORDERERS_AGG,0.4025,0.65,181.25,193.25,178.3,214.66,,302.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.27,3.52,74.8,77.8,31.3,23.2,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.01,50.8,50.8,0.00465,0.0037,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org1.example.com,5.37,7.89,257.0,317.0,154.0,145.0,,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org2.example.com,0.98,3.27,236.0,299.0,51.0,12.9,,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/orderer.example.com,0.51,0.96,145.0,191.0,48.4,187.0,,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb1,2.11,7.08,72.5,79.5,12.7,4.55,,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/orderer3.example.com,0.42,0.79,135.0,181.0,59.2,13.0,,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/orderer4.example.com,0.46,0.83,140.0,204.0,59.4,59.4,,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb0,4.46,10.63,72.8,79.6,14.8,6.61,,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/orderer2.example.com,0.42,0.81,137.0,191.0,58.4,12.2,,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org1,0.0,0.0,9.51,9.76,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org2,0.0,0.0,9.48,9.95,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,/ca_orderer,0.0,0.0,8.61,8.73,0.000721,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,SUBMIT,Raft,100,100,4,submitEvidence,ORDERERS_AGG,0.4525,0.8475,139.25,191.75,225.4,271.6,,388.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,77.8,77.8,0.00422,0.00374,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.24,4.14,72.3,73.7,18.8,20.5,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org1.example.com,0.46,2.49,277.0,292.0,46.5,7.39,0.0,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org2.example.com,4.14,6.16,300.0,325.0,126.0,107.0,0.0,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer.example.com,0.52,0.72,192.0,204.0,38.6,148.0,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb1,3.16,9.12,59.8,62.6,8.26,8.96,0.0,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer3.example.com,0.41,0.65,175.0,186.0,46.5,10.1,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer4.example.com,0.36,0.57,185.0,197.0,46.6,46.6,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb0,1.39,8.55,59.3,61.8,7.19,9.87,0.0,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer2.example.com,0.44,0.69,176.0,188.0,46.8,10.3,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.25,9.33,0.000481,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.14,9.14,0.000481,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.54,8.54,0.000481,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,3,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,ORDERERS_AGG,0.4325,0.6575,182.0,193.75,178.5,215.0,,301.6,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.18,3.47,74.1,78.1,31.3,23.2,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.01,50.5,50.5,0.00415,0.0038,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org2.example.com,0.66,2.78,240.0,300.0,51.0,12.9,0.0,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org1.example.com,5.08,7.48,261.0,343.0,154.0,145.0,0.0,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/orderer.example.com,0.5,0.8,144.0,210.0,48.3,141.0,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/orderer2.example.com,0.44,0.64,139.0,192.0,59.2,59.2,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/orderer4.example.com,0.39,0.62,131.0,194.0,58.6,12.4,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb1,2.24,6.27,72.6,82.5,12.7,4.55,0.0,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/orderer3.example.com,0.4,0.57,133.0,179.0,59.2,59.2,0.0,97.1,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb0,4.4,9.18,74.5,81.3,14.8,6.61,0.0,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org2,0.0,0.0,9.83,10.5,0.000307,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org1,0.0,0.0,9.73,10.4,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,/ca_orderer,0.0,0.0,8.52,8.85,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,SUBMIT,Raft,100,100,4,submitEvidence,ORDERERS_AGG,0.4325,0.6575,136.75,193.75,225.3,271.8,,388.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,75.6,75.6,0.00402,0.00372,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.28,3.51,72.9,75.0,18.8,20.5,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org2.example.com,5.02,7.13,300.0,321.0,126.0,107.0,0.0,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org1.example.com,0.81,2.43,277.0,292.0,46.5,7.45,0.0,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer.example.com,0.55,0.85,186.0,197.0,38.5,111.0,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer2.example.com,0.45,0.62,186.0,197.0,46.7,46.7,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer4.example.com,0.44,0.62,180.0,193.0,46.6,10.2,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb1,3.42,9.06,60.7,64.7,8.27,8.97,0.0,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/orderer3.example.com,0.43,0.67,185.0,193.0,46.4,46.4,0.0,75.4,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb0,2.08,8.06,59.4,61.9,7.26,9.87,0.0,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.17,9.21,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.07,9.14,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.29,8.29,0.00024,0.0,0.0,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,4,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,ORDERERS_AGG,0.4675,0.69,184.25,195.0,178.2,214.3,,301.6,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.11,3.38,72.7,74.4,31.3,23.2,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.01,50.3,50.3,0.00508,0.0037,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org2.example.com,1.35,2.86,242.0,293.0,50.9,12.9,,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/peer0.org1.example.com,5.05,7.77,256.0,326.0,154.0,145.0,,49.3,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb1,2.05,6.58,72.5,78.9,12.7,4.55,,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/orderer2.example.com,0.38,0.68,136.0,200.0,58.4,58.3,,97.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/couchdb0,4.4,9.12,75.6,82.2,14.8,6.62,,20.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/orderer4.example.com,0.34,0.56,132.0,197.0,59.0,12.8,,97.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/orderer.example.com,0.53,0.8,148.0,201.0,48.4,187.0,,97.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/orderer3.example.com,0.37,0.6,134.0,184.0,58.9,12.7,,97.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderer
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org1,0.0,0.0,9.54,9.54,0.00132,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/ca_org2,0.0,0.0,10.2,10.2,0.00132,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,/ca_orderer,0.0,0.0,8.86,8.86,0.00132,0.0,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,ca
Raft_b100_tps100_ord4,5,SUBMIT,Raft,100,100,4,submitEvidence,ORDERERS_AGG,0.405,0.66,137.5,195.5,224.7,270.8,,388.8,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,orderers_agg
Raft_b100_tps100_ord4,5,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,74.4,74.4,0.00426,0.00372,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,5,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.29,4.48,72.9,74.6,18.8,20.5,,0.0,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,chaincode
Raft_b100_tps100_ord4,5,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org2.example.com,5.11,8.07,299.0,322.0,126.0,107.0,,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,5,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/peer0.org1.example.com,0.75,3.1,275.0,291.0,46.5,7.38,,41.2,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,peer
Raft_b100_tps100_ord4,5,RETRIEVE,Raft,100,100,4,retrieveEvidenceAndLog,/couchdb1,3.72,9.28,59.2,62.9,8.26,8.96,,16.7,Raft_b100_tps100_ord4_resource_metrics.csv,Raft_b100_tps100_ord4,couchdb
