consensus,batch,tps,orderer_count,round_label,phase,rep,role,role_count,cpu_avg_mean,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps
SmartBFT,100,100,4,submitEvidence,SUBMIT,3,couchdb,2,4.074999999999999,27.5,11.16,41.0,60,3.6666666666666665,1.488
SmartBFT,100,100,4,submitEvidence,SUBMIT,3,orderer,4,2.17,363.79999999999995,271.2,370.4,60,48.50666666666666,36.16
SmartBFT,100,100,4,submitEvidence,SUBMIT,3,peer,2,4.045,209.0,299.9,98.6,60,27.866666666666667,39.986666666666665
SmartBFT,100,100,4,submitEvidence,SUBMIT,4,ca,3,0.0,0.001955,0.0,0.0,60,0.0002606666666666667,0.0
SmartBFT,100,100,4,submitEvidence,SUBMIT,4,chaincode,2,1.305,31.10461,23.10388,0.0,60,4.147281333333334,3.0805173333333333
SmartBFT,100,100,4,submitEvidence,SUBMIT,4,couchdb,2,4.4,27.4,11.16,41.0,60,3.6533333333333333,1.488
SmartBFT,100,100,4,submitEvidence,SUBMIT,4,orderer,4,2.115,362.2,270.2,370.4,60,48.29333333333333,36.026666666666664
SmartBFT,100,100,4,submitEvidence,SUBMIT,4,peer,2,3.97,209.0,299.9,98.6,60,27.866666666666667,39.986666666666665
SmartBFT,100,100,4,submitEvidence,SUBMIT,5,ca,3,0.0,0.00396,0.0,0.0,60,0.000528,0.0
SmartBFT,100,100,4,submitEvidence,SUBMIT,5,chaincode,2,1.16,31.20547,23.20409,0.0,60,4.160729333333333,3.093878666666667
SmartBFT,100,100,4,submitEvidence,SUBMIT,5,couchdb,2,4.0649999999999995,27.4,11.17,41.2,60,3.6533333333333333,1.4893333333333334
SmartBFT,100,100,4,submitEvidence,SUBMIT,5,orderer,4,2.1925,356.2,263.9,370.4,60,47.49333333333333,35.18666666666666
SmartBFT,100,100,4,submitEvidence,SUBMIT,5,peer,2,3.71,209.0,300.9,98.6,60,27.866666666666667,40.12
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.215,18.50374,20.40374,0.0,60,2.4671653333333334,2.7204986666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,3.855,15.39,18.82,32.2,60,2.052,2.509333333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,1,orderer,7,2.545714285714286,550.5,368.8,511.0,60,73.4,49.17333333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,3.685,179.6,339.35,82.2,60,23.946666666666665,45.24666666666667
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.155,18.50372,20.50372,0.0,60,2.467162666666667,2.7338293333333334
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,3.9699999999999998,15.370000000000001,18.83,32.4,60,2.0493333333333337,2.5106666666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,2,orderer,7,2.4385714285714286,535.3,353.40999999999997,511.0,60,71.37333333333332,47.12133333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,3.8950000000000005,180.6,339.35,82.2,60,24.08,45.24666666666667
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.00108,0.0,0.0,60,0.000144,0.0
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.165,18.50515,20.40479,0.0,60,2.4673533333333335,2.7206386666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,3.71,15.38,18.83,32.4,60,2.050666666666667,2.5106666666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,3,orderer,7,2.2385714285714284,538.6,357.09999999999997,511.0,60,71.81333333333333,47.61333333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,4.050000000000001,179.5,339.34,82.2,60,23.933333333333334,45.24533333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.29,18.50455,20.404549999999997,0.0,60,2.467273333333333,2.7206066666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,4.39,15.39,18.82,32.2,60,2.052,2.509333333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,4,orderer,7,2.132857142857143,548.4,367.0,511.0,60,73.11999999999999,48.93333333333333
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,4.32,179.5,339.36,82.2,60,23.933333333333334,45.248000000000005
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0022299999999999998,0.0,0.0,60,0.0002973333333333333,0.0
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,1.365,18.40526,20.404529999999998,0.0,60,2.4540346666666664,2.720604
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,3.975,15.42,18.83,32.2,60,2.056,2.5106666666666664
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,5,orderer,7,2.595714285714286,540.8,359.09999999999997,511.0,60,72.10666666666665,47.879999999999995
SmartBFT,100,100,7,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,3.8299999999999996,179.6,339.35,82.2,60,23.946666666666665,45.24666666666667
SmartBFT,100,100,7,submitEvidence,SUBMIT,1,ca,3,0.0,0.001062,0.0,0.0,60,0.0001416,0.0
SmartBFT,100,100,7,submitEvidence,SUBMIT,1,chaincode,2,1.235,30.90409,23.103740000000002,0.0,60,4.120545333333333,3.0804986666666667
SmartBFT,100,100,7,submitEvidence,SUBMIT,1,couchdb,2,4.455,27.4,11.14,39.8,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,7,submitEvidence,SUBMIT,1,orderer,7,2.4699999999999998,738.5,507.4,647.5,60,98.46666666666667,67.65333333333334
SmartBFT,100,100,7,submitEvidence,SUBMIT,1,peer,2,3.6849999999999996,212.0,441.9,98.4,60,28.266666666666666,58.919999999999995
SmartBFT,100,100,7,submitEvidence,SUBMIT,2,ca,3,0.0,0.001062,0.0,0.0,60,0.0001416,0.0
SmartBFT,100,100,7,submitEvidence,SUBMIT,2,chaincode,2,1.36,31.00428,23.10386,0.0,60,4.133904,3.0805146666666667
SmartBFT,100,100,7,submitEvidence,SUBMIT,2,couchdb,2,4.345,27.4,11.16,40.6,60,3.6533333333333333,1.488
SmartBFT,100,100,7,submitEvidence,SUBMIT,2,orderer,7,2.0242857142857145,683.6,454.2,647.5,60,91.14666666666668,60.559999999999995
SmartBFT,100,100,7,submitEvidence,SUBMIT,2,peer,2,4.445,213.0,441.9,98.4,60,28.4,58.919999999999995
SmartBFT,100,100,7,submitEvidence,SUBMIT,3,ca,3,0.0,0.001147,0.0,0.0,60,0.00015293333333333333,0.0
SmartBFT,100,100,7,submitEvidence,SUBMIT,3,chaincode,2,1.195,30.80546,23.00483,0.0,60,4.107394666666667,3.0673106666666663
SmartBFT,100,100,7,submitEvidence,SUBMIT,3,couchdb,2,4.195,27.4,11.14,40.0,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,7,submitEvidence,SUBMIT,3,orderer,7,2.5285714285714285,724.4,493.79999999999995,647.5,60,96.58666666666666,65.83999999999999
SmartBFT,100,100,7,submitEvidence,SUBMIT,3,peer,2,4.02,213.0,441.9,98.4,60,28.4,58.919999999999995
SmartBFT,100,100,7,submitEvidence,SUBMIT,4,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,7,submitEvidence,SUBMIT,4,chaincode,2,1.24,30.904919999999997,23.00468,0.0,60,4.120655999999999,3.0672906666666666
SmartBFT,100,100,7,submitEvidence,SUBMIT,4,couchdb,2,3.995,27.4,11.14,40.0,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,7,submitEvidence,SUBMIT,4,orderer,7,1.9442857142857142,735.8,505.70000000000005,647.5,60,98.10666666666665,67.42666666666668
SmartBFT,100,100,7,submitEvidence,SUBMIT,4,peer,2,4.095,213.0,441.9,98.4,60,28.4,58.919999999999995
SmartBFT,100,100,7,submitEvidence,SUBMIT,5,ca,3,0.0,0.00072,0.0,0.0,60,9.6e-05,0.0
SmartBFT,100,100,7,submitEvidence,SUBMIT,5,chaincode,2,1.36,30.904899999999998,23.104490000000002,0.0,60,4.120653333333333,3.080598666666667
SmartBFT,100,100,7,submitEvidence,SUBMIT,5,couchdb,2,4.1,27.4,11.14,40.2,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,7,submitEvidence,SUBMIT,5,orderer,7,2.551428571428571,700.2,469.4,647.5,60,93.36,62.586666666666666
SmartBFT,100,100,7,submitEvidence,SUBMIT,5,peer,2,4.734999999999999,213.0,441.9,98.6,60,28.4,58.919999999999995
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.001803,0.0,0.0,60,0.0002404,0.0
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.285,18.10547,20.3048,0.0,60,2.4140626666666667,2.7073066666666668
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,3.75,15.4,18.85,31.6,60,2.0533333333333332,2.5133333333333336
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,1,orderer,10,2.541,853.4,562.0,730.0,60,113.78666666666666,74.93333333333334
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,3.72,182.6,451.38,82.2,60,24.346666666666668,60.184
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.00108,0.0,0.0,60,0.000144,0.0
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.365,18.204829999999998,20.404529999999998,0.0,60,2.427310666666666,2.720604
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,3.61,15.41,18.84,31.6,60,2.054666666666667,2.512
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,2,orderer,10,2.3259999999999996,831.7,540.7,730.0,60,110.89333333333335,72.09333333333333
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,4.64,183.6,451.36,82.2,60,24.48,60.181333333333335
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.34,18.10454,20.30448,0.0,60,2.4139386666666667,2.7072640000000003
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,3.9299999999999997,15.4,18.83,31.6,60,2.0533333333333332,2.5106666666666664
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,3,orderer,10,2.304,832.7,542.6,730.0,60,111.02666666666667,72.34666666666666
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,4.79,183.6,451.36,82.2,60,24.48,60.181333333333335
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.0,0.0,0.0,60,0.0,0.0
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.375,18.10443,20.30443,0.0,60,2.413924,2.707257333333333
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,3.745,15.360000000000001,18.84,31.8,60,2.048,2.512
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,4,orderer,10,2.4739999999999998,830.0,538.8000000000001,730.0,60,110.66666666666667,71.84
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,4.38,182.6,451.35,82.2,60,24.346666666666668,60.18
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0007869999999999999,0.0,0.0,60,0.00010493333333333333,0.0
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,1.415,17.30488,20.10471,0.0,60,2.307317333333333,2.680628
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,4.585,15.44,18.95,31.6,60,2.0586666666666664,2.5266666666666664
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,5,orderer,10,2.707,911.1,619.6,730.0,60,121.48,82.61333333333333
SmartBFT,100,100,10,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,4.47,180.6,448.35,82.2,60,24.08,59.78
SmartBFT,100,100,10,submitEvidence,SUBMIT,1,ca,3,0.0,0.001147,0.0,0.0,60,0.00015293333333333333,0.0
SmartBFT,100,100,10,submitEvidence,SUBMIT,1,chaincode,2,1.34,30.20533,22.904799999999998,0.0,60,4.027377333333333,3.053973333333333
SmartBFT,100,100,10,submitEvidence,SUBMIT,1,couchdb,2,4.405,27.4,11.14,39.0,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,10,submitEvidence,SUBMIT,1,orderer,10,2.782,1132.2,763.1,925.0,60,150.96,101.74666666666667
SmartBFT,100,100,10,submitEvidence,SUBMIT,1,peer,2,4.305,216.1,582.9,98.4,60,28.813333333333333,77.72
SmartBFT,100,100,10,submitEvidence,SUBMIT,2,ca,3,0.0,0.00108,0.0,0.0,60,0.000144,0.0
SmartBFT,100,100,10,submitEvidence,SUBMIT,2,chaincode,2,1.405,30.40534,23.00481,0.0,60,4.054045333333333,3.0673079999999997
SmartBFT,100,100,10,submitEvidence,SUBMIT,2,couchdb,2,3.7,27.4,11.14,39.4,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,10,submitEvidence,SUBMIT,2,orderer,10,2.739,1111.7,742.7,924.0,60,148.22666666666666,99.02666666666667
SmartBFT,100,100,10,submitEvidence,SUBMIT,2,peer,2,4.245,216.1,582.9,98.4,60,28.813333333333333,77.72
SmartBFT,100,100,10,submitEvidence,SUBMIT,3,ca,3,0.0,6.68e-05,0.0,0.0,60,8.906666666666666e-06,0.0
SmartBFT,100,100,10,submitEvidence,SUBMIT,3,chaincode,2,1.39,30.50496,23.00479,0.0,60,4.067328,3.067305333333333
SmartBFT,100,100,10,submitEvidence,SUBMIT,3,couchdb,2,4.305,27.4,11.15,39.6,60,3.6533333333333333,1.4866666666666668
SmartBFT,100,100,10,submitEvidence,SUBMIT,3,orderer,10,2.235,1090.7,722.9,925.0,60,145.42666666666668,96.38666666666667
SmartBFT,100,100,10,submitEvidence,SUBMIT,3,peer,2,4.46,216.1,582.9,98.4,60,28.813333333333333,77.72
SmartBFT,100,100,10,submitEvidence,SUBMIT,4,ca,3,0.0,6.68e-05,0.0,0.0,60,8.906666666666666e-06,0.0
SmartBFT,100,100,10,submitEvidence,SUBMIT,4,chaincode,2,1.365,30.50492,23.00475,0.0,60,4.067322666666667,3.0673000000000004
SmartBFT,100,100,10,submitEvidence,SUBMIT,4,couchdb,2,4.3549999999999995,27.4,11.15,40.0,60,3.6533333333333333,1.4866666666666668
SmartBFT,100,100,10,submitEvidence,SUBMIT,4,orderer,10,2.082,1059.1,690.5,925.0,60,141.2133333333333,92.06666666666666
SmartBFT,100,100,10,submitEvidence,SUBMIT,4,peer,2,4.57,216.1,582.9,98.4,60,28.813333333333333,77.72
SmartBFT,100,100,10,submitEvidence,SUBMIT,5,ca,3,0.0,0.002297,0.0,0.0,60,0.00030626666666666667,0.0
SmartBFT,100,100,10,submitEvidence,SUBMIT,5,chaincode,2,1.455,30.4058,23.00491,0.0,60,4.054106666666667,3.067321333333333
SmartBFT,100,100,10,submitEvidence,SUBMIT,5,couchdb,2,4.36,27.4,11.14,39.6,60,3.6533333333333333,1.4853333333333334
SmartBFT,100,100,10,submitEvidence,SUBMIT,5,orderer,10,2.487,1110.1000000000001,741.7,925.0,60,148.01333333333335,98.89333333333335
SmartBFT,100,100,10,submitEvidence,SUBMIT,5,peer,2,4.255,216.1,582.9,98.4,60,28.813333333333333,77.72
