scenario,consensus,batch,tps,round_label,phase,rep,role,role_count,cpu_avg_mean,cpu_max_peak,mem_avg_mb_mean,mem_max_mb_peak,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,disk_read_b_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps,disk_write_mb_per_s,succ,fail,throughput_tps,orderer_cpu_avg_per_tps,orderer_cpu_cluster_per_tps,orderer_mb_total_sum,orderer_mb_total_per_tx,orderer_mb_in_per_tx,orderer_mb_out_per_tx,orderer_bw_total_mbps,orderer_in_out_ratio
Raft_b10_tps150,Raft,10,150,submitEvidence,SUBMIT,5,orderer,4,0.665,2.12,163.0,188.0,340.8,411.4,600.0,0.0,96.00801068090787,28.397630371297456,34.280472813238774,6.249478514810179,7191,1814,74.9,0.008878504672897197,0.03551401869158879,752.2,0.10460297594214991,0.04739257405089695,0.057210401891252954,62.678103184536226,0.828390860476422
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.835,2.8,185.75,199.0,358.8,420.7,644.0,0.0,57.06412825651303,50.30130289727831,58.97925899912203,11.285548726953467,5695,6310,99.8,0.008366733466933868,0.03346693386773547,779.5,0.13687445127304654,0.06300263388937664,0.07387181738366988,109.28056189640034,0.852864273829332
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.71,2.89,185.75,201.0,358.5,393.8,643.0,0.0,33.02908726178536,86.83255390221682,95.38259337989675,19.46768903735196,3293,8708,99.7,0.00712136409227683,0.02848545636910732,752.3,0.22845429699362282,0.1088672942605527,0.11958700273307016,182.21514728211355,0.9103605891315388
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.9550000000000001,3.29,186.25,203.0,358.4,389.3,643.0,0.0,31.963927855711425,89.7011159874608,97.43483385579937,20.1164263322884,3190,8815,99.8,0.009569138276553106,0.038276553106212426,747.7,0.23438871473354234,0.11235109717868338,0.12203761755485894,187.13594984326016,0.9206267659902387
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.925,3.24,183.5,204.0,358.0,390.1,641.0,0.0,33.967935871743485,84.31480825958702,91.8748790560472,18.870737463126844,3390,8607,99.8,0.009268537074148297,0.03707414829659319,748.1,0.22067846607669617,0.1056047197640118,0.11507374631268437,176.18968731563422,0.9177134068187643
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.905,3.15,185.5,201.0,358.4,391.9,643.0,0.0,34.3687374749499,83.42465306122448,91.22243731778424,18.70886297376093,3430,8575,99.8,0.00906813627254509,0.03627254509018036,750.3,0.21874635568513118,0.10448979591836734,0.11425655976676384,174.64709037900872,0.9145190099515182
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,orderer,4,0.775,2.68,167.25,198.0,453.2,527.9,800.0,0.0,58.01603206412826,62.49307081174438,72.7936718480138,13.78929188255613,5790,6211,99.8,0.007765531062124249,0.031062124248496997,981.0999999999999,0.16944732297063902,0.07827288428324698,0.09117443868739206,135.28674265975818,0.8584959272589506
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,orderer,4,0.845,2.66,165.0,193.0,453.0,487.5,800.0,0.0,35.73721163490471,101.40690429413416,109.12994667415101,22.385630087005335,3563,8431,99.7,0.008475426278836509,0.033901705115346036,940.5,0.2639629525680606,0.12714005051922536,0.13682290204883524,210.5368509682852,0.9292307692307692
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,orderer,4,0.8200000000000001,2.7,164.0,199.0,453.4,492.4,800.0,0.0,34.86973947895792,104.02142528735631,112.96901149425287,22.942528735632184,3480,8525,99.8,0.008216432865731463,0.03286573146292585,945.8,0.2717816091954023,0.13028735632183908,0.1414942528735632,216.99043678160916,0.9207961007311128
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,orderer,4,0.8275,2.8,165.25,197.0,451.4,493.2,800.0,0.0,33.567134268537075,107.58142089552238,117.54354626865671,23.83283582089552,3350,8655,99.8,0.008291583166332666,0.033166332665330665,944.5999999999999,0.2819701492537313,0.1347462686567164,0.1472238805970149,225.1249671641791,0.9152473641524737
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,orderer,4,0.8400000000000001,2.7,167.75,195.0,451.9,494.5,800.0,0.0,35.671342685370746,101.34746067415729,110.90134831460672,22.42696629213483,3560,8439,99.8,0.00841683366733467,0.03366733466933868,946.4,0.2658426966292135,0.12693820224719102,0.13890449438202246,212.248808988764,0.9138523761375127
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.3225,0.66,155.25,171.0,91.2,109.97,161.2,0.0,62.086776859504134,11.751294509151414,14.169844925124792,2.596366056572379,3005,0,48.4,0.006663223140495868,0.02665289256198347,201.17000000000002,0.0669450915141431,0.030349417637271215,0.03659567387687188,25.921139434276206,0.8293170864781304
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.3375,0.65,156.0,172.0,91.6,110.12,161.2,0.0,62.21532091097309,11.778449251247919,14.159856239600664,2.5910016638935103,3005,0,48.3,0.006987577639751554,0.027950310559006215,201.72,0.06712811980033277,0.030482529118136436,0.03664559068219634,25.938305490848585,0.8318198329095532
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.335,0.59,158.75,175.0,91.6,110.22,161.2,0.0,62.21532091097309,11.778449251247919,14.172714808652245,2.5910016638935103,3005,0,48.3,0.006935817805383024,0.027743271221532095,201.82,0.06716139767054909,0.030482529118136436,0.03667886855241265,25.951164059900165,0.8310651424423879
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.3375,0.63,156.75,172.0,91.1,109.92,161.2,0.0,62.21532091097309,11.714156405990014,14.134139101497503,2.5910016638935103,3005,0,48.3,0.006987577639751554,0.027950310559006215,201.01999999999998,0.06689517470881863,0.030316139767054908,0.036579034941763726,25.848295507487517,0.8287845705967976
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.34,0.64,158.25,177.0,91.4,109.98,161.2,0.0,62.21532091097309,11.752732113144758,14.141854242928451,2.5910016638935103,3005,0,48.3,0.007039337474120084,0.028157349896480336,201.38,0.06701497504159734,0.03041597337770383,0.03659900166389351,25.89458635607321,0.8310601927623205
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,orderer,4,0.3675,0.66,99.95,133.0,114.9,138.48999999999998,200.4,0.0,62.21532091097309,14.774495840266223,17.807832279534107,3.221071547420965,3005,0,48.3,0.007608695652173913,0.030434782608695653,253.39,0.08432279534109817,0.038236272878535774,0.04608652246256239,32.58232811980033,0.8296627915372952
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,orderer,4,0.33499999999999996,0.62,100.9,140.0,115.0,138.54,200.4,0.0,62.21532091097309,14.787354409317802,17.814261564059898,3.221071547420965,3005,0,48.3,0.006935817805383023,0.02774327122153209,253.54,0.08437271214642263,0.03826955074875208,0.046103161397670546,32.6016159733777,0.8300851739569799
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,orderer,4,0.3675,0.68,99.6,130.0,114.60000000000001,138.25,200.8,0.0,62.34439834024896,14.705410981697174,17.74016638935108,3.2208186356073214,3005,0,48.2,0.00762448132780083,0.03049792531120332,252.85000000000002,0.08414309484193012,0.03813643926788686,0.04600665557404326,32.44557737104826,0.8289330922242316
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,orderer,4,0.3875,0.76,101.2,139.0,114.4,138.04,200.8,0.0,62.21532091097309,14.710202995008318,17.749968718801995,3.227500831946755,3005,0,48.3,0.008022774327122154,0.032091097308488616,252.44,0.08400665557404326,0.038069883527454246,0.04593677204658902,32.46017171381031,0.8287452912199362
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,orderer,4,0.3425,0.71,98.75,129.0,114.8,138.28,200.4,0.0,62.086776859504134,14.792199667221297,17.817642595673878,3.227740432612313,3005,0,48.4,0.007076446280991736,0.028305785123966944,253.07999999999998,0.08421963394342762,0.03820299500831947,0.046016638935108156,32.60984226289517,0.8301995950245877
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.405,0.82,184.0,201.0,178.8,215.29000000000002,301.6,0.0,61.275510204081634,23.343746877601998,28.107803497085765,4.922031640299751,6005,0,98.0,0.00413265306122449,0.01653061224489796,394.09000000000003,0.06562697751873439,0.029775187343880103,0.03585179017485429,51.45155037468776,0.8305076873054948
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.46,1.02,185.25,201.0,178.1,214.56,302.0,0.0,61.33810010214504,23.22862947543714,27.983912073272275,4.92353039134055,6005,0,97.9,0.004698672114402451,0.018794688457609805,392.65999999999997,0.06538884263114071,0.029658617818484594,0.03573022481265612,51.21254154870941,0.8300708426547353
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.4525,0.96,183.5,207.0,178.9,215.0,301.6,0.0,61.5266393442623,23.26146877601998,27.955370524562863,4.901941715237302,6005,0,97.6,0.004636270491803279,0.018545081967213117,393.9,0.06559533721898418,0.029791840133222315,0.035803497085761866,51.21683930058285,0.8320930232558139
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.4275,0.77,185.0,203.0,178.4,214.4,301.6,0.0,61.275510204081634,23.291523730224814,27.991606994171523,4.922031640299751,6005,0,98.0,0.004362244897959184,0.017448979591836736,392.8,0.06541215653621982,0.02970857618651124,0.03570358034970858,51.28313072439634,0.832089552238806
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.4075,0.75,183.0,203.0,178.4,214.3,301.6,0.0,61.21304791029562,23.31529059117402,28.00710074937552,4.927054121565362,6005,0,98.1,0.004153924566768603,0.016615698267074413,392.70000000000005,0.06539550374687761,0.02970857618651124,0.035686927560366365,51.322391340549544,0.8324778348110125
Raft_b300_tps100,Raft,300,100,submitEvidence,SUBMIT,1,orderer,4,0.40750000000000003,0.74,137.0,194.0,225.0,271.09999999999997,388.8,0.0,61.150712830957225,29.43547044129892,35.46647127393838,6.358061615320567,6005,0,98.2,0.00414969450101833,0.01659877800407332,496.09999999999997,0.08261448792672772,0.03746877601998335,0.04514571190674437,64.9019417152373,0.82995204721505
Raft_b300_tps100,Raft,300,100,submitEvidence,SUBMIT,2,orderer,4,0.3925,0.77,137.25,202.0,225.5,271.5,388.4,0.0,61.21304791029562,29.47084096586178,35.482631140716066,6.345052456286427,6005,0,98.1,0.004001019367991845,0.01600407747196738,497.0,0.08276436303080766,0.03755203996669442,0.04521232306411324,64.95347210657785,0.8305709023941068
Raft_b300_tps100,Raft,300,100,submitEvidence,SUBMIT,3,orderer,4,0.36,0.82,138.75,195.0,225.0,272.0,388.4,0.0,61.21304791029562,29.40549542048293,35.54797668609492,6.345052456286427,6005,0,98.1,0.003669724770642202,0.014678899082568808,497.0,0.08276436303080766,0.03746877601998335,0.04529558701082431,64.95347210657785,0.8272058823529411
Raft_b300_tps100,Raft,300,100,submitEvidence,SUBMIT,4,orderer,4,0.445,0.76,137.75,196.0,224.7,271.2,388.4,0.0,61.21304791029562,29.366288093255616,35.44342381348876,6.345052456286427,6005,0,98.1,0.0045361875637105,0.018144750254842,495.9,0.08258118234804329,0.037418817651956704,0.045162364696086595,64.80971190674437,0.8285398230088495
Raft_b300_tps100,Raft,300,100,submitEvidence,SUBMIT,5,orderer,4,0.4375,0.73,137.75,203.0,225.6,271.5,388.8,0.0,61.09867751780265,29.539100899100898,35.549050949050944,6.363476523476523,6006,0,98.3,0.004450661241098677,0.01780264496439471,497.1,0.08276723276723277,0.03756243756243756,0.04520479520479521,65.08815184815184,0.8309392265193372
Raft_b300_tps150,Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.635,1.17,202.0,248.0,266.4,321.1,460.0,0.0,62.14630779848171,34.29326818434203,41.3347162687396,7.40188784008884,9005,0,144.9,0.004382332643202209,0.017529330572808834,587.5,0.06524153248195447,0.029583564686285393,0.03565796779566908,75.62798445308164,0.8296480847088132
Raft_b300_tps150,Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.7275,1.44,199.5,226.0,266.6,320.9,460.0,0.0,62.18922651933701,34.29532926152138,41.28046196557468,7.3967795669072745,9005,0,144.8,0.005024171270718232,0.020096685082872927,587.5,0.06524153248195447,0.02960577456968351,0.03563575791227096,75.57579122709606,0.8307884076036149
Raft_b300_tps150,Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.96,2.05,198.75,225.0,266.4,320.8,460.0,0.0,62.14630779848171,34.29326818434203,41.29609772348696,7.40188784008884,9005,0,144.9,0.006625258799171842,0.026501035196687367,587.2,0.0652082176568573,0.029583564686285393,0.03562465297057191,75.58936590782899,0.8304239401496258
Raft_b300_tps150,Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.8275,1.75,204.75,236.0,266.7,321.0,460.0,0.0,62.14630779848171,34.33188672959467,41.32184342032205,7.40188784008884,9005,0,144.9,0.005710835058661145,0.02284334023464458,587.7,0.06526374236535258,0.029616879511382564,0.035646862853970014,75.65373014991673,0.8308411214953271
Raft_b300_tps150,Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.7825,1.5,194.75,222.0,266.0,320.59999999999997,460.0,0.0,62.14630779848171,34.24177679067185,41.27035202665186,7.40188784008884,9005,0,144.9,0.005400276052449965,0.02160110420979986,586.5999999999999,0.06514158800666295,0.029539144919489172,0.035602443087173787,75.51212881732371,0.8296943231441049
Raft_b300_tps150,Raft,300,150,submitEvidence,SUBMIT,1,orderer,4,0.8200000000000001,1.98,165.25,227.0,336.8,406.5,600.0,0.0,62.110344827586204,43.380857206306914,52.35842771485677,9.66022651565623,9006,0,145.0,0.005655172413793104,0.022620689655172416,743.3,0.08253386631134799,0.037397290695092164,0.04513657561625583,95.73928492116369,0.8285362853628537
Raft_b300_tps150,Raft,300,150,submitEvidence,SUBMIT,2,orderer,4,0.975,1.8,168.25,226.0,337.2,406.8,600.0,0.0,62.16011042097998,43.397606306206285,52.355119351615414,9.6524925058288,9007,0,144.9,0.006728778467908902,0.02691511387163561,744.0,0.08260242033973576,0.03743754857333185,0.04516487176640391,95.7527256578217,0.8289085545722713
Raft_b300_tps150,Raft,300,150,submitEvidence,SUBMIT,3,orderer,4,0.525,1.91,163.25,227.0,336.3,405.7,592.0,0.0,61.38377641445127,43.829170460855075,52.87390560799555,9.644242087729038,9005,0,146.7,0.0035787321063394687,0.014314928425357875,742.0,0.08239866740699611,0.037345918933925595,0.04505274847307052,96.70307606885063,0.8289376386492482
Raft_b300_tps150,Raft,300,150,submitEvidence,SUBMIT,4,orderer,4,0.9299999999999999,1.62,164.25,233.0,336.7,406.6,600.0,0.0,62.18922651933701,43.31296835091616,52.30487951138257,9.647973348139923,9005,0,144.8,0.0064226519337016565,0.025690607734806626,743.3,0.08254303164908383,0.03739033870072182,0.04515269294836202,95.61784786229873,0.8280865715691096
Raft_b300_tps150,Raft,300,150,submitEvidence,SUBMIT,5,orderer,4,0.7949999999999999,1.59,163.75,224.0,336.5,405.90000000000003,600.0,0.0,62.14630779848171,43.31713492504165,52.250891726818445,9.654636313159356,9005,0,144.9,0.005486542443064181,0.021946169772256725,742.4000000000001,0.08244308717379235,0.03736812881732371,0.04507495835646863,95.5680266518601,0.8290219265829022
Raft_b300_tps200,Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,1.03,2.07,199.25,234.0,354.6,428.09999999999997,620.0,0.0,62.10553543714433,45.67708788004998,55.14484298209079,9.983007080383175,12005,0,193.3,0.005328504914640455,0.02131401965856182,782.7,0.06519783423573511,0.029537692628071637,0.03566014160766347,100.82193086214077,0.8283111422564822
Raft_b300_tps200,Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.98,2.3,200.75,236.0,354.9,428.0,620.0,0.0,62.12732919254659,45.69969507623094,55.11262184453886,9.979505123719068,12003,0,193.2,0.0050724637681159425,0.02028985507246377,782.9,0.06522536032658502,0.029567608097975505,0.035657752228609514,100.8123169207698,0.8292056074766355
Raft_b300_tps200,Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,1.095,2.5,198.25,228.0,353.7,426.4,620.0,0.0,62.423296931877275,45.32923025658114,54.64626457847384,9.932189270243253,12004,0,192.3,0.005694227769110764,0.022776911076443057,780.0999999999999,0.06498667110963012,0.029465178273908696,0.035521492835721424,99.97549483505497,0.8295028142589119
Raft_b300_tps200,Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,1.1225,2.63,200.0,228.0,353.3,426.3,620.0,0.0,62.1139896373057,45.50343677010344,54.90550550550551,9.981648314981648,11988,0,193.0,0.005816062176165804,0.023264248704663214,779.6,0.0650316983650317,0.02947113780447114,0.03556056056056056,100.40894227560895,0.8287590898428338
Raft_b300_tps200,Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,1.0925,2.36,204.5,232.0,353.3,426.0,612.0,0.0,62.93130571578396,44.912463961336556,54.154287142738106,9.724889592533955,12001,0,190.7,0.005728893550078658,0.02291557420031463,779.3,0.06493625531205732,0.02943921339888343,0.035497041913173905,99.06675110407465,0.8293427230046948
Raft_b300_tps200,Raft,300,200,submitEvidence,SUBMIT,1,orderer,4,0.9475,2.09,174.5,227.0,446.9,539.9,796.0,0.0,62.293720809548525,57.39262245918027,69.33604131956014,12.778173942019325,12004,0,192.7,0.004916969382459783,0.01966787752983913,986.8,0.0822059313562146,0.03722925691436188,0.044976674441852715,126.72866377874041,0.8277458788664568
Raft_b300_tps200,Raft,300,200,submitEvidence,SUBMIT,2,orderer,4,0.9625,2.21,178.25,236.0,446.5,538.7,792.0,0.0,62.694924123495554,56.9743093230949,68.73921709373175,12.632601619230448,11981,0,191.1,0.005036630036630037,0.020146520146520148,985.2,0.08223019781320424,0.03726733995492864,0.044962857858275605,125.71352641682665,0.8288472248004454
Raft_b300_tps200,Raft,300,200,submitEvidence,SUBMIT,3,orderer,4,1.105,2.46,175.0,251.0,446.4,538.6,792.0,0.0,62.32170744403957,57.302666221182754,69.13802873371199,12.708252589375208,11972,0,192.1,0.005752212389380531,0.023008849557522124,985.0,0.08227530905446041,0.03728700300701637,0.04498830604744404,126.44069495489475,0.8288154474563684
Raft_b300_tps200,Raft,300,200,submitEvidence,SUBMIT,4,orderer,4,1.0125,2.07,174.25,227.0,445.4,539.1,792.0,0.0,62.30088495575222,57.193409090909086,69.2253409090909,12.712499999999999,11968,0,192.1,0.005270692347735554,0.021082769390942217,984.5,0.0822610294117647,0.03721590909090909,0.045045120320855614,126.41874999999999,0.826191801150065
Raft_b300_tps200,Raft,300,200,submitEvidence,SUBMIT,5,orderer,4,0.9775,2.25,178.75,230.0,446.4,539.0,792.0,0.0,63.17008952080042,56.53308436145382,68.26015338446149,12.537579193064357,11996,0,189.9,0.005147446024223275,0.0205897840968931,985.4,0.08214404801600533,0.037212404134711566,0.04493164388129377,124.7932377459153,0.8282003710575139
Raft_b300_tps50,Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.2475,0.49,158.75,171.0,89.6,107.75999999999999,149.6,0.0,60.953346855983774,11.759813643926787,14.143275873544091,2.4543361064891847,3005,0,49.3,0.005020283975659229,0.020081135902636917,197.35999999999999,0.06567720465890182,0.029816971713810314,0.03586023294509151,25.903089517470878,0.8314773570898293
Raft_b300_tps50,Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.235,0.53,162.25,180.0,89.4,107.62,149.2,0.0,60.82995951417004,11.75736439267887,14.15355207986689,2.4527387687188016,3005,0,49.4,0.004757085020242914,0.019028340080971658,197.02,0.0655640599001664,0.029750415973377707,0.03581364392678869,25.910916472545757,0.8307006132689092
Raft_b300_tps50,Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.235,0.54,159.5,183.0,89.6,107.83,149.6,0.0,61.326530612244895,11.688252911813644,14.066342762063229,2.4394009983361067,3005,0,49.0,0.004795918367346938,0.019183673469387753,197.43,0.06570049916805325,0.029816971713810314,0.035883527454242926,25.75459567387687,0.8309375869424093
Raft_b300_tps50,Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.23249999999999998,0.46,160.5,175.0,89.7,107.86,149.2,0.0,61.704312114989726,11.629657237936774,13.984111813643928,2.4179833610648918,3005,0,48.7,0.004774127310061601,0.019096509240246404,197.56,0.06574376039933444,0.029850249584026625,0.03589351081530782,25.613769051580704,0.8316335991099575
Raft_b300_tps50,Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.24,0.58,161.25,178.0,89.5,107.58,149.6,0.0,61.4519427402863,11.651381031613976,14.005090183028287,2.4344226289517468,3005,0,48.9,0.0049079754601227,0.0196319018404908,197.07999999999998,0.06558402662229616,0.02978369384359401,0.03580033277870216,25.656471214642263,0.8319390221230711
Raft_b300_tps50,Raft,300,50,submitEvidence,SUBMIT,1,orderer,4,0.27,0.62,100.275,137.0,113.0,135.97,192.4,0.0,60.707070707070706,14.89118136439268,17.918176372712146,3.169317803660566,3005,0,49.5,0.005454545454545455,0.02181818181818182,248.97,0.08285191347753744,0.037603993344425955,0.04524792013311148,32.809357737104826,0.8310656762521145
Raft_b300_tps50,Raft,300,50,submitEvidence,SUBMIT,2,orderer,4,0.245,0.5,100.35,139.0,113.3,136.35,192.4,0.0,60.82995951417004,14.90055241264559,17.931953410981695,3.162915141430948,3005,0,49.4,0.004959514170040486,0.019838056680161944,249.64999999999998,0.08307820299500832,0.037703826955074876,0.04537437603993344,32.83250582362729,0.830949761642831
Raft_b300_tps50,Raft,300,50,submitEvidence,SUBMIT,3,orderer,4,0.255,0.65,100.1,145.0,112.80000000000001,135.9,192.4,0.0,60.953346855983774,14.804765391014977,17.83659234608985,3.1565124792013313,3005,0,49.3,0.005172413793103449,0.020689655172413796,248.70000000000002,0.08276206322795342,0.03753743760399335,0.04522462562396007,32.641357737104826,0.8300220750551877
Raft_b300_tps50,Raft,300,50,submitEvidence,SUBMIT,4,orderer,4,0.22,0.49,101.025,143.0,113.2,136.15,192.0,0.0,61.57786885245902,14.706582362728785,17.688173044925126,3.1180033277870214,3005,0,48.8,0.004508196721311476,0.018032786885245903,249.35000000000002,0.0829783693843594,0.03767054908485857,0.04530782029950083,32.39475540765391,0.8314359162688211
Raft_b300_tps50,Raft,300,50,submitEvidence,SUBMIT,5,orderer,4,0.265,0.69,100.325,136.0,113.2,136.25,192.4,0.0,60.58467741935484,14.94767387687188,17.99134775374376,3.175720465890183,3005,0,49.6,0.005342741935483871,0.021370967741935483,249.45,0.0830116472545757,0.03767054908485857,0.04534109816971714,32.93902163061564,0.8308256880733945
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,2.195,2.82,154.25,161.0,263.1,189.99,294.4,0.0,61.90721649484536,33.99926727726895,24.55158034970858,4.755503746877602,6005,0,97.0,0.022628865979381442,0.09051546391752577,453.09000000000003,0.07545212323064114,0.0438134887593672,0.03163863447127394,58.55084762697753,1.3848097268277277
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,2.105,3.45,153.0,162.0,263.2,190.65,294.4,0.0,61.971104231166144,33.977125728559535,24.61147044129892,4.7506011656952545,6005,0,96.9,0.021723426212590297,0.08689370485036119,453.85,0.07557868442964197,0.04383014154870941,0.031748542880932554,58.588596169858455,1.3805402570154732
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,2.1775,3.23,153.75,163.0,263.2,190.09,294.4,0.0,61.90721649484536,34.0121898417985,24.564502914238137,4.755503746877602,6005,0,97.0,0.022448453608247425,0.0897938144329897,453.28999999999996,0.07548542880932556,0.04383014154870941,0.03165528726061615,58.576692756036636,1.3846072912830765
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,1.9700000000000002,3.15,154.25,165.0,263.2,190.13,294.4,0.0,61.90721649484536,34.0121898417985,24.569671940049957,4.755503746877602,6005,0,97.0,0.020309278350515467,0.08123711340206187,453.33,0.07549208992506244,0.04383014154870941,0.03166194837635304,58.58186178184846,1.3843159943196761
SmartBFT_b100_tps100,SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,1.7,2.43,153.75,167.0,262.8,189.97,294.4,0.0,61.90721649484536,33.96049958368027,24.548995836802664,4.755503746877602,6005,0,97.0,0.01752577319587629,0.07010309278350516,452.77,0.07539883430474605,0.04376353039134055,0.031635303913405494,58.509495420482935,1.383376322577249
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,1,orderer,4,1.7349999999999999,2.3,114.75,158.0,331.8,239.89,372.4,0.0,62.099276111685626,42.74445961698585,30.904063946711073,5.996849292256453,6005,0,96.7,0.01794208893485005,0.0717683557394002,571.69,0.09520233139050792,0.05525395503746878,0.03994837635303913,73.64852356369693,1.3831339363875113
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,2,orderer,4,1.9,2.92,112.5,155.0,331.7,239.64000000000001,372.4,0.0,62.099276111685626,42.731577019150706,30.871857452123233,5.996849292256453,6005,0,96.7,0.01964839710444674,0.07859358841778696,571.34,0.09514404662781016,0.055237302248126556,0.0399067443796836,73.60343447127394,1.3841595726923717
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,3,orderer,4,1.915,2.81,112.0,155.0,331.7,239.79000000000002,372.4,0.0,61.84346035015449,42.90833638634471,31.018962864279764,6.021655287260615,6005,0,97.1,0.01972193614830072,0.07888774459320289,571.49,0.09516902581182349,0.055237302248126556,0.039931723563696925,73.92729925062447,1.3832937153342508
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,4,orderer,4,1.855,3.11,113.0,156.0,331.6,239.74,372.4,0.0,61.84346035015449,42.89540049958368,31.012494920899247,6.021655287260615,6005,0,97.1,0.01910401647785788,0.07641606591143152,571.34,0.09514404662781016,0.05522064945878435,0.039923397169025814,73.90789542048293,1.3831650955201469
SmartBFT_b100_tps100,SmartBFT,100,100,submitEvidence,SUBMIT,5,orderer,4,1.725,3.15,114.25,156.0,332.0,240.04,372.4,0.0,62.16356107660456,42.725995004163195,30.891409159034136,5.990647793505412,6005,0,96.6,0.01785714285714286,0.07142857142857144,572.04,0.09526061615320566,0.0552872606161532,0.03997335553705245,73.61740416319734,1.3831028161973005
SmartBFT_b100_tps150,SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,3.3925,5.61,156.75,164.0,393.5,284.03999999999996,440.0,0.0,62.70891364902507,50.20019988895058,36.23599689061632,7.016546363131593,9005,0,143.6,0.02362465181058496,0.09449860724233984,677.54,0.07524042198778456,0.04369794558578567,0.031542476401998885,86.4361967795669,1.385368257991832
