scenario,rep,phase,consensus,batch,tps,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,role
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,50.5,50.5,0.00516,0.00468,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.2,4.77,72.6,73.2,31.4,23.2,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/peer0.org1.example.com,5.01,6.81,208.0,245.0,155.0,146.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/peer0.org2.example.com,1.35,2.11,202.0,242.0,51.1,13.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/orderer3.example.com,0.39,0.67,124.0,157.0,59.2,13.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/orderer2.example.com,0.43,0.67,123.0,157.0,58.7,12.5,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/couchdb0,4.46,6.36,61.6,65.4,14.8,6.7,0.0,24.3,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/couchdb1,2.59,4.04,61.2,64.8,12.7,4.63,0.0,24.3,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/orderer4.example.com,0.41,0.67,126.0,159.0,58.6,12.4,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/orderer.example.com,0.68,0.97,134.0,178.0,48.9,234.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/ca_org2,0.0,0.0,10.4,10.7,0.00024,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/ca_orderer,0.0,0.0,9.54,9.54,0.00024,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,/ca_org1,0.0,0.0,10.3,11.1,0.00024,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,SUBMIT,Raft,100,100,submitEvidence,ORDERERS_AGG,0.382,0.596,103.308,132.108,225.40024,271.9,,380.8,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,1.95,2.91,72.0,72.5,18.9,20.5,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,73.2,73.2,0.00541,0.00468,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org1.example.com,1.25,2.28,240.0,243.0,46.6,7.45,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org2.example.com,5.04,7.34,255.0,261.0,126.0,107.0,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer3.example.com,0.41,0.67,177.0,183.0,46.7,10.3,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer2.example.com,0.45,0.63,170.0,178.0,46.7,10.3,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb0,2.76,4.34,54.7,56.3,7.24,9.94,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb1,3.69,6.37,54.0,55.0,8.31,9.02,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer4.example.com,0.42,0.69,177.0,181.0,46.4,10.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer.example.com,0.65,0.86,180.0,187.0,38.9,184.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.49,10.1,0.000721,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.77,9.54,0.000721,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.23,9.23,0.000721,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,1,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,ORDERERS_AGG,0.386,0.57,142.554,147.708,178.700721,214.6,,298.4,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,49.7,49.7,0.00509,0.00468,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.31,4.91,71.9,72.7,31.4,23.2,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/peer0.org2.example.com,1.15,2.26,200.0,240.0,51.1,13.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/peer0.org1.example.com,4.86,6.59,212.0,253.0,155.0,146.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/orderer.example.com,0.66,0.89,130.0,168.0,48.7,187.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/orderer2.example.com,0.46,0.64,127.0,160.0,58.8,12.7,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/couchdb0,4.54,6.8,61.3,65.3,14.8,6.7,0.0,24.5,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/orderer4.example.com,0.47,0.77,128.0,166.0,59.0,59.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/orderer3.example.com,0.44,0.66,127.0,170.0,58.5,12.3,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/couchdb1,2.64,4.15,61.4,65.8,12.7,4.63,0.0,24.5,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/ca_orderer,0.0,0.0,9.72,10.5,0.000307,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/ca_org1,0.0,0.0,10.8,10.8,0.00024,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,/ca_org2,0.0,0.0,10.1,11.0,0.00024,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,SUBMIT,Raft,100,100,submitEvidence,ORDERERS_AGG,0.406,0.592,104.344,134.9,225.000307,271.0,,380.8,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,1.86,2.64,70.9,71.6,18.9,20.5,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,72.7,72.7,0.0054,0.00475,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org2.example.com,5.01,6.66,251.0,260.0,126.0,107.0,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org1.example.com,1.35,2.08,247.0,257.0,46.6,7.43,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer.example.com,0.64,0.84,177.0,185.0,38.8,148.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer2.example.com,0.42,0.78,173.0,179.0,46.4,10.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb0,3.03,4.49,53.7,54.5,7.24,9.94,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer4.example.com,0.47,0.63,174.0,182.0,46.8,46.9,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer3.example.com,0.45,0.63,171.0,180.0,46.8,10.4,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb1,3.75,5.89,53.7,55.0,8.31,9.02,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.7,9.34,0.000561,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.56,10.8,0.000561,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.36,9.67,0.000561,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,2,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,ORDERERS_AGG,0.396,0.576,140.74,147.068,178.800561,215.3,,298.4,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,50.2,50.2,0.00489,0.00479,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.23,4.48,73.2,74.3,31.4,23.2,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/peer0.org1.example.com,5.25,6.85,213.0,254.0,155.0,146.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/peer0.org2.example.com,1.28,2.27,198.0,234.0,51.1,13.0,0.0,49.9,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/couchdb0,4.61,6.11,61.1,66.0,14.8,6.69,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/orderer.example.com,0.69,0.97,134.0,168.0,48.7,187.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/couchdb1,2.7,3.88,61.7,66.6,12.7,4.63,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/orderer2.example.com,0.47,0.78,128.0,159.0,59.6,59.6,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/orderer4.example.com,0.46,0.68,130.0,172.0,58.7,12.5,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/orderer3.example.com,0.38,0.56,126.0,164.0,58.8,12.6,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/ca_org2,0.0,0.0,10.7,11.0,0.0,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/ca_org1,0.0,0.0,10.9,11.1,0.0,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,/ca_orderer,0.0,0.0,9.7,10.4,0.0,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,SUBMIT,Raft,100,100,submitEvidence,ORDERERS_AGG,0.4,0.598,105.54,134.68,225.8,271.7,,380.8,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,1.91,2.76,70.7,71.5,18.9,20.5,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,74.3,74.3,0.00473,0.00472,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org1.example.com,1.34,2.51,243.0,259.0,46.6,7.44,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org2.example.com,4.88,7.18,247.0,255.0,126.0,107.0,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb0,2.94,4.47,55.0,56.2,7.25,9.95,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer.example.com,0.64,0.88,174.0,185.0,38.8,148.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb1,3.81,5.94,54.5,55.3,8.32,9.03,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer2.example.com,0.38,0.56,177.0,185.0,46.6,46.6,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer4.example.com,0.48,0.9,177.0,180.0,46.9,10.5,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer3.example.com,0.39,0.53,175.0,178.0,46.2,9.84,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.55,10.4,0.0,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.77,10.7,6.68e-05,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.72,9.26,0.0,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,3,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,ORDERERS_AGG,0.378,0.574,142.344,147.452,178.5,214.94,,298.4,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.27,4.56,73.4,74.2,31.2,23.1,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.01,50.9,50.9,0.00538,0.00485,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/peer0.org2.example.com,1.09,1.48,201.0,238.0,51.1,13.0,0.0,49.8,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/peer0.org1.example.com,4.71,5.89,214.0,256.0,154.0,145.0,0.0,49.8,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/couchdb1,2.57,3.49,61.0,64.0,12.8,4.63,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/orderer4.example.com,0.5,0.75,126.0,167.0,58.9,12.8,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/couchdb0,4.5,5.8,62.3,65.6,14.8,6.69,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/orderer.example.com,0.63,0.88,136.0,172.0,48.5,141.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/orderer3.example.com,0.45,0.7,128.0,167.0,58.9,59.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/orderer2.example.com,0.46,0.66,126.0,171.0,58.9,58.9,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/ca_org1,0.0,0.0,10.7,10.7,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/ca_org2,0.0,0.0,10.1,10.7,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,/ca_orderer,0.0,0.0,10.2,10.6,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,SUBMIT,Raft,100,100,submitEvidence,ORDERERS_AGG,0.408,0.598,105.24,137.52,225.20036,271.7,,380.8,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,74.1,74.1,0.00517,0.00475,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.04,4.54,72.0,72.6,18.7,20.5,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org2.example.com,4.78,6.47,255.0,261.0,126.0,107.0,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/peer0.org1.example.com,1.04,1.5,248.0,260.0,46.6,7.49,0.0,41.7,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb1,3.87,6.49,53.7,55.3,8.32,9.03,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer4.example.com,0.45,0.85,174.0,184.0,46.9,10.5,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/couchdb0,2.91,4.46,54.3,55.3,7.28,9.95,0.0,19.9,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer.example.com,0.56,0.74,176.0,183.0,38.6,111.0,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer3.example.com,0.48,0.68,178.0,187.0,46.7,46.7,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/orderer2.example.com,0.5,0.83,176.0,187.0,46.7,46.8,0.0,74.6,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org1,0.0,0.0,9.61,10.7,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_org2,0.0,0.0,9.31,9.76,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,/ca_orderer,0.0,0.0,8.9,10.1,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
Raft_b100_tps100,4,RETRIEVE,Raft,100,100,retrieveEvidenceAndLog,ORDERERS_AGG,0.398,0.62,142.58,150.22,178.90036,215.0,,298.4,Raft_b100_tps100_resource_metrics.csv,orderers_agg
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.0,0.0,50.5,50.5,0.00528,0.00467,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,2.2,3.42,73.0,74.4,31.3,23.2,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,chaincode
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/peer0.org2.example.com,1.23,2.66,198.0,233.0,51.1,13.0,0.0,49.8,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/peer0.org1.example.com,5.2,8.0,212.0,251.0,155.0,145.0,0.0,49.8,Raft_b100_tps100_resource_metrics.csv,peer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/couchdb0,4.65,6.62,62.3,66.5,14.8,6.69,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/orderer3.example.com,0.5,0.75,130.0,177.0,58.9,12.7,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/orderer4.example.com,0.48,0.78,133.0,177.0,59.2,59.2,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/couchdb1,2.67,3.98,61.7,66.2,12.7,4.63,0.0,24.4,Raft_b100_tps100_resource_metrics.csv,couchdb
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/orderer.example.com,0.64,0.87,135.0,181.0,48.5,141.0,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/orderer2.example.com,0.46,0.66,130.0,170.0,58.9,58.9,0.0,95.2,Raft_b100_tps100_resource_metrics.csv,orderer
Raft_b100_tps100,5,SUBMIT,Raft,100,100,submitEvidence,/ca_org1,0.0,0.0,10.6,11.1,0.00036,0.0,0.0,0.0,Raft_b100_tps100_resource_metrics.csv,ca
