scenario,consensus,batch,tps,round_label,phase,rep,role,role_count,cpu_avg_mean,cpu_max_peak,mem_avg_mb_mean,mem_max_mb_peak,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,disk_read_b_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps,disk_write_mb_per_s
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.03,8.983333333333334,9.38,0.002297,0.0,0.0,0.0,57.06412825651303,0.00032202366988586477,0.0,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.15,6.91,77.94999999999999,80.0,35.109320000000004,40.10849,0.0,0.0,57.06412825651303,4.92208623143108,5.622935630553117,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,7.615,21.98,82.3,104.0,28.9,33.7,395.0,0.0,57.06412825651303,4.051582089552238,4.724509218612818,6.922036874451273
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.835,2.8,185.75,199.0,358.8,420.7,644.0,0.0,57.06412825651303,50.30130289727831,58.97925899912203,11.285548726953467
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,3.87,13.15,390.0,724.0,324.5,219.8,177.5,0.0,57.06412825651303,45.49267778753292,30.814454784899034,3.1105355575065845
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.02,8.893333333333333,9.31,0.0,0.0,0.0,0.0,33.02908726178536,0.0,0.0,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,0.97,7.28,78.7,81.6,35.60869,40.30876,0.0,0.0,33.02908726178536,8.624807514120864,9.763214994230186,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,5.76,18.72,79.4,101.0,22.6,24.99,318.0,0.0,33.02908726178536,5.473962951715761,6.0528466443972055,9.627877315517765
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.71,2.89,185.75,201.0,358.5,393.8,643.0,0.0,33.02908726178536,86.83255390221682,95.38259337989675,19.46768903735196
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,3.3649999999999998,14.94,389.0,748.0,288.2,213.4,134.9,0.0,33.02908726178536,69.80513817187975,51.68777406620103,4.0842787731551775
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.03,8.953333333333333,9.24,0.0,0.0,0.0,0.0,31.963927855711425,0.0,0.0,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.25,7.81,78.25,83.0,35.30884,40.20873,0.0,0.0,31.963927855711425,8.837171741692789,10.063526655799373,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,5.89,21.38,77.9,104.0,21.6,24.08,319.0,0.0,31.963927855711425,5.406094043887148,6.0267937304075225,9.979999999999999
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.9550000000000001,3.29,186.25,203.0,358.4,389.3,643.0,0.0,31.963927855711425,89.7011159874608,97.43483385579937,20.1164263322884
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,3.77,13.69,400.0,774.0,282.9,212.0,128.9,0.0,31.963927855711425,70.80481504702193,53.059811912225705,4.032670846394984
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.03,8.833333333333334,9.01,6.68e-05,0.0,0.0,0.0,33.967935871743485,1.573248377581121e-05,0.0,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.215,7.69,80.35,82.4,35.307379999999995,40.207330000000006,0.0,0.0,33.967935871743485,8.31546082359882,9.469478546312686,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,6.095,19.07,81.35,102.0,22.0,24.33,323.0,0.0,33.967935871743485,5.181356932153393,5.730109734513274,9.508967551622419
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.925,3.24,183.5,204.0,358.0,390.1,641.0,0.0,33.967935871743485,84.31480825958702,91.8748790560472,18.870737463126844
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,3.845,14.42,394.0,754.0,285.0,212.2,131.6,0.0,33.967935871743485,67.12212389380531,49.97654277286136,3.8742418879056046
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.02,8.876666666666667,9.2,0.002798,0.0,0.0,0.0,34.3687374749499,0.0006512895626822157,0.0,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,1.315,7.54,80.80000000000001,82.6,35.40813,40.207240000000006,0.0,0.0,34.3687374749499,8.24193906472303,9.359026360349855,0.0
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,5.94,19.8,80.1,101.0,22.2,24.700000000000003,326.0,0.0,34.3687374749499,5.1674868804664715,5.749411078717201,9.485364431486879
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.905,3.15,185.5,201.0,358.4,391.9,643.0,0.0,34.3687374749499,83.42465306122448,91.22243731778424,18.70886297376093
Raft_b10_tps200,Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,3.705,13.9,395.0,756.0,285.5,212.3,131.7,0.0,34.3687374749499,66.45574344023323,49.417002915451896,3.831970845481049
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,ca,3,0.0,0.0,10.466666666666667,11.3,0.00432,0.0,0.0,0.0,58.01603206412826,0.0005956974093264248,0.0,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,chaincode,2,1.185,5.99,64.1,80.5,58.7102,44.90857,0.0,0.0,58.01603206412826,8.095720842832469,6.192573797582037,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,couchdb,2,6.78,9.05,67.35,93.7,51.4,24.3,262.0,0.0,58.01603206412826,7.087696027633851,3.35079792746114,4.5159930915371325
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,orderer,4,0.775,2.68,167.25,198.0,453.2,527.9,800.0,0.0,58.01603206412826,62.49307081174438,72.7936718480138,13.78929188255613
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,1,peer,2,3.81,12.85,324.5,663.0,388.0,305.9,201.9,0.0,58.01603206412826,53.50245250431779,42.1814438687392,3.4800725388601035
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,ca,3,0.0,0.01,10.433333333333332,11.3,0.001062,0.0,0.0,0.0,35.73721163490471,0.00023773539152399667,0.0,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,chaincode,2,1.32,6.52,64.15,81.3,58.40903,44.80851,0.0,0.0,35.73721163490471,13.075229393207973,10.030667296098795,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,couchdb,2,5.45,8.38,62.199999999999996,84.6,39.5,19.29,184.4,0.0,35.73721163490471,8.842323884367108,4.318188043783329,5.159887735054729
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,orderer,4,0.845,2.66,165.0,193.0,453.0,487.5,800.0,0.0,35.73721163490471,101.40690429413416,109.12994667415101,22.385630087005335
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,2,peer,2,3.4450000000000003,12.9,325.0,692.0,343.2,292.5,151.2,0.0,35.73721163490471,76.8274824586023,65.4779680044906,4.230884086444008
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,ca,3,0.0,0.0,10.35,11.1,0.001062,0.0,0.0,0.0,34.86973947895792,0.00024364965517241377,0.0,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,chaincode,2,1.405,9.33,65.6,82.3,58.50915,44.808629999999994,0.0,0.0,34.86973947895792,13.423478551724136,10.280232813793102,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,couchdb,2,5.805,8.85,62.050000000000004,93.6,41.0,19.98,194.3,0.0,34.86973947895792,9.406436781609194,4.58391724137931,5.572166666666667
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,orderer,4,0.8200000000000001,2.7,164.0,199.0,453.4,492.4,800.0,0.0,34.86973947895792,104.02142528735631,112.96901149425287,22.942528735632184
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,3,peer,2,3.625,12.89,324.5,701.0,348.8,294.4,157.8,0.0,34.86973947895792,80.02354022988506,67.54280459770114,4.525413793103448
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,ca,3,0.0,0.0,9.450000000000001,11.0,0.001062,0.0,0.0,0.0,33.567134268537075,0.00025310471641791044,0.0,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,chaincode,2,1.39,8.52,65.8,82.7,58.30918,44.80865,0.0,0.0,33.567134268537075,13.896731137910447,10.679171988059702,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,couchdb,2,5.895,9.12,63.2,89.4,41.4,20.02,196.3,0.0,33.567134268537075,9.866794029850746,4.771333731343283,5.847982089552239
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,orderer,4,0.8275,2.8,165.25,197.0,451.4,493.2,800.0,0.0,33.567134268537075,107.58142089552238,117.54354626865671,23.83283582089552
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,4,peer,2,3.77,14.58,330.0,696.0,350.3,294.6,158.7,0.0,33.567134268537075,83.48642388059702,70.21153432835821,4.727838805970149
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,ca,3,0.0,0.03,9.606666666666667,10.7,0.002798,0.0,0.0,0.0,35.671342685370746,0.0006275065168539325,0.0,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,chaincode,2,1.335,6.79,65.5,82.6,58.5081,44.807109999999994,0.0,0.0,35.671342685370746,13.121591865168538,10.048875456179772,0.0
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,couchdb,2,5.77,9.56,62.5,89.7,41.9,20.22,199.8,0.0,35.671342685370746,9.396898876404492,4.534732584269662,5.601134831460674
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,orderer,4,0.8400000000000001,2.7,167.75,195.0,451.9,494.5,800.0,0.0,35.671342685370746,101.34746067415729,110.90134831460672,22.42696629213483
Raft_b10_tps200,Raft,10,200,submitEvidence,SUBMIT,5,peer,2,3.6300000000000003,12.26,326.5,692.0,350.3,295.6,159.10000000000002,0.0,35.671342685370746,78.5616629213483,66.29411235955055,4.4601629213483145
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.0,9.08,10.4,0.002523,0.0,0.0,0.0,62.086776859504134,0.00032509337770382697,0.0,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,0.54,2.89,70.9,71.9,9.52549,10.304580000000001,0.0,0.0,62.086776859504134,1.227377613311148,1.327764850582363,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,2.66,4.13,62.3,71.9,8.55,9.73,67.2,0.0,62.086776859504134,1.101683860232945,1.2537291181364394,1.0823560732113144
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.3225,0.66,155.25,171.0,91.2,109.97,161.2,0.0,62.086776859504134,11.751294509151414,14.169844925124792,2.596366056572379
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,1.605,3.2,208.5,224.0,87.9,58.72,49.0,0.0,62.086776859504134,11.326083194675542,7.566184359400998,0.7892179700499168
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.0,9.226666666666667,10.6,0.002523,0.0,0.0,0.0,62.21532091097309,0.000324421697171381,0.0,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,0.48,1.96,70.7,72.0,9.54543,10.304580000000001,0.0,0.0,62.21532091097309,1.2274057078202993,1.3250215347753744,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,2.705,4.51,64.15,74.9,8.55,9.73,67.4,0.0,62.21532091097309,1.0994076539101498,1.251138768718802,1.083334442595674
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.3375,0.65,156.0,172.0,91.6,110.12,161.2,0.0,62.21532091097309,11.778449251247919,14.159856239600664,2.5910016638935103
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,1.62,3.3,210.0,223.0,88.0,58.82,49.0,0.0,62.21532091097309,11.315540765391013,7.563410316139766,0.7875873544093177
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.0,9.206666666666665,10.3,0.0,0.0,0.0,0.0,62.21532091097309,0.0,0.0,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,0.5,1.94,71.1,72.1,9.48469,10.30462,0.0,0.0,62.21532091097309,1.2195954129783693,1.325026678202995,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,2.67,4.08,64.8,79.5,8.55,9.73,67.6,0.0,62.21532091097309,1.0994076539101498,1.251138768718802,1.0865490848585688
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.335,0.59,158.75,175.0,91.6,110.22,161.2,0.0,62.21532091097309,11.778449251247919,14.172714808652245,2.5910016638935103
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,1.585,3.09,207.5,221.0,87.8,58.73,49.0,0.0,62.21532091097309,11.289823627287852,7.551837603993343,0.7875873544093177
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.02,8.923333333333334,10.3,0.002163,0.0,0.0,0.0,62.21532091097309,0.0002781308485856905,0.0,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,0.475,1.89,71.35,72.3,9.47536,10.304640000000001,0.0,0.0,62.21532091097309,1.2183957084858568,1.3250292499168053,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,2.705,4.37,64.35,77.2,8.55,9.73,67.6,0.0,62.21532091097309,1.0994076539101498,1.251138768718802,1.0865490848585688
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.3375,0.63,156.75,172.0,91.1,109.92,161.2,0.0,62.21532091097309,11.714156405990014,14.134139101497503,2.5910016638935103
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,1.54,3.01,211.0,222.0,87.9,58.72,49.0,0.0,62.21532091097309,11.302682196339434,7.5505517470881856,0.7875873544093177
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0,8.923333333333334,9.6,0.0007869999999999999,0.0,0.0,0.0,62.21532091097309,0.00010119693843594008,0.0,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,0.555,2.71,71.55000000000001,72.2,9.455089999999998,10.30479,0.0,0.0,62.21532091097309,1.2157892765391012,1.3250485377703827,0.0
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,2.71,4.56,63.3,74.2,8.55,9.73,67.8,0.0,62.21532091097309,1.0994076539101498,1.251138768718802,1.089763727121464
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.34,0.64,158.25,177.0,91.4,109.98,161.2,0.0,62.21532091097309,11.752732113144758,14.141854242928451,2.5910016638935103
Raft_b10_tps50,Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,5,peer,2,1.595,3.1,206.5,216.0,87.8,58.63,49.0,0.0,62.21532091097309,11.289823627287852,7.538979034941764,0.7875873544093177
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,ca,3,0.0,0.0,9.756666666666666,11.3,0.00108,0.0,0.0,0.0,62.21532091097309,0.00013887254575707154,0.0,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,chaincode,2,0.545,2.21,60.75,72.1,15.90536,11.70483,0.0,0.0,62.21532091097309,2.0452016985024954,1.505073647920133,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,couchdb,2,2.955,4.44,53.85,57.4,14.879999999999999,6.91,61.8,0.0,62.21532091097309,1.9133550748752077,0.8885271214642262,0.9933244592346089
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,orderer,4,0.3675,0.66,99.95,133.0,114.9,138.48999999999998,200.4,0.0,62.21532091097309,14.774495840266223,17.807832279534107,3.221071547420965
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,1,peer,2,1.7149999999999999,3.25,142.5,171.0,105.4,81.25,59.0,0.0,62.21532091097309,13.552931780366055,10.447587354409317,0.9483194675540765
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,ca,3,0.0,0.0,10.299999999999999,11.1,0.00108,0.0,0.0,0.0,62.21532091097309,0.00013887254575707154,0.0,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,chaincode,2,0.545,2.75,60.75,72.1,15.905240000000001,11.704709999999999,0.0,0.0,62.21532091097309,2.045186268219634,1.5050582176372709,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,couchdb,2,2.95,4.26,54.25,61.0,14.879999999999999,6.91,61.8,0.0,62.21532091097309,1.9133550748752077,0.8885271214642262,0.9933244592346089
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,orderer,4,0.33499999999999996,0.62,100.9,140.0,115.0,138.54,200.4,0.0,62.21532091097309,14.787354409317802,17.814261564059898,3.221071547420965
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,2,peer,2,1.74,3.3,145.0,170.0,105.4,81.25,59.0,0.0,62.21532091097309,13.552931780366055,10.447587354409317,0.9483194675540765
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,ca,3,0.0,0.0,10.033333333333333,11.1,0.0,0.0,0.0,0.0,62.34439834024896,0.0,0.0,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,chaincode,2,0.555,2.67,60.599999999999994,71.8,15.80504,11.60481,0.0,0.0,62.34439834024896,2.028094317470882,1.4891230402662232,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,couchdb,2,2.9299999999999997,4.52,55.25,58.2,14.89,6.91,61.8,0.0,62.34439834024896,1.9106768718801999,0.886687520798669,0.9912678868552413
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,orderer,4,0.3675,0.68,99.6,130.0,114.60000000000001,138.25,200.8,0.0,62.34439834024896,14.705410981697174,17.74016638935108,3.2208186356073214
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,3,peer,2,1.805,3.46,143.0,169.0,105.4,81.16,59.0,0.0,62.34439834024896,13.524871880199669,10.414407986688852,0.9463560732113145
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,ca,3,0.0,0.01,9.706666666666667,11.0,0.0007869999999999999,0.0,0.0,0.0,62.21532091097309,0.00010119693843594008,0.0,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,chaincode,2,0.6,3.23,61.2,72.2,15.80512,11.604709999999999,0.0,0.0,62.21532091097309,2.032312268885191,1.4921996485856903,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,couchdb,2,2.95,4.4,54.849999999999994,57.4,14.899999999999999,6.91,61.6,0.0,62.21532091097309,1.9159267886855238,0.8885271214642262,0.9901098169717137
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,orderer,4,0.3875,0.76,101.2,139.0,114.4,138.04,200.8,0.0,62.21532091097309,14.710202995008318,17.749968718801995,3.227500831946755
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,4,peer,2,1.705,3.37,145.0,172.0,105.30000000000001,81.15,59.0,0.0,62.21532091097309,13.540073211314477,10.434728785357736,0.9483194675540765
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,ca,3,0.0,0.0,9.700000000000001,11.2,0.00072,0.0,0.0,0.0,62.086776859504134,9.277337770382696e-05,0.0,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,chaincode,2,0.55,1.79,60.949999999999996,72.2,15.80512,11.604709999999999,0.0,0.0,62.086776859504134,2.0365199547420967,1.4952890888519133,0.0
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,couchdb,2,3.0,4.56,53.6,55.7,14.899999999999999,6.91,62.0,0.0,62.086776859504134,1.9198935108153077,0.8903667221297837,0.9986023294509151
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,orderer,4,0.3425,0.71,98.75,129.0,114.8,138.28,200.4,0.0,62.086776859504134,14.792199667221297,17.817642595673878,3.227740432612313
Raft_b10_tps50,Raft,10,50,submitEvidence,SUBMIT,5,peer,2,1.7349999999999999,3.51,141.0,169.0,105.2,81.07000000000001,59.0,0.0,62.086776859504134,13.555221297836939,10.446024625623961,0.9502828618968385
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,ca,3,0.0,0.0,8.983333333333333,10.0,0.002163,0.0,0.0,0.0,61.275510204081634,0.00028239666944213153,0.0,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,chaincode,2,1.055,4.27,74.6,76.7,18.90526,20.50453,0.0,0.0,61.275510204081634,2.468230447960033,2.6770277302248124,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,couchdb,2,2.27,7.49,59.0,62.7,15.42,18.83,33.4,0.0,61.275510204081634,2.0132023313905076,2.4584046627810157,0.5450791007493755
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,orderer,4,0.405,0.82,184.0,201.0,178.8,215.29000000000002,301.6,0.0,61.275510204081634,23.343746877601998,28.107803497085765,4.922031640299751
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,1,peer,2,2.52,7.2,288.5,327.0,172.5,114.35,82.4,0.0,61.275510204081634,22.521232306411324,14.929292256452955,1.3447460449625313
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,ca,3,0.0,0.0,9.406666666666666,11.2,0.0,0.0,0.0,0.0,61.33810010214504,0.0,0.0,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,chaincode,2,1.075,4.26,72.80000000000001,73.9,18.9045,20.50443,0.0,0.0,61.33810010214504,2.4656127227310574,2.6742830268109907,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,couchdb,2,2.565,9.11,58.75,62.2,15.42,18.83,33.6,0.0,61.33810010214504,2.0111480432972524,2.4558960865945045,0.5477835137385513
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,orderer,4,0.46,1.02,185.25,201.0,178.1,214.56,302.0,0.0,61.33810010214504,23.22862947543714,27.983912073272275,4.92353039134055
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,2,peer,2,2.785,7.7,289.0,317.0,172.5,114.37,82.4,0.0,61.33810010214504,22.498251457119068,14.916666777685263,1.3433738551207328
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,ca,3,0.0,0.0,9.046666666666667,9.75,0.002163,0.0,0.0,0.0,61.5266393442623,0.0002812440299750208,0.0,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,chaincode,2,1.01,3.42,72.95,73.9,18.90505,20.50439,0.0,0.0,61.5266393442623,2.458128732722731,2.666082882930891,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,couchdb,2,3.12,8.65,58.55,62.2,15.41,18.83,33.4,0.0,61.5266393442623,2.003684929225645,2.4483703580349703,0.5428542880932555
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,orderer,4,0.4525,0.96,183.5,207.0,178.9,215.0,301.6,0.0,61.5266393442623,23.26146877601998,27.955370524562863,4.901941715237302
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,3,peer,2,2.7150000000000003,7.92,288.0,321.0,172.5,114.36,82.4,0.0,61.5266393442623,22.429308909242295,14.869656619483763,1.3392572855953373
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,ca,3,0.0,0.0,9.086666666666666,10.8,0.00072,0.0,0.0,0.0,61.275510204081634,9.400166527893422e-05,0.0,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,chaincode,2,1.09,4.18,75.19999999999999,77.1,18.90465,20.50447,0.0,0.0,61.275510204081634,2.468150807660283,2.6770198967527064,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,couchdb,2,2.555,9.01,58.2,61.4,15.45,18.83,33.4,0.0,61.275510204081634,2.017119067443797,2.4584046627810157,0.5450791007493755
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,orderer,4,0.4275,0.77,185.0,203.0,178.4,214.4,301.6,0.0,61.275510204081634,23.291523730224814,27.991606994171523,4.922031640299751
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,4,peer,2,2.9899999999999998,8.1,286.5,313.0,172.5,114.4,82.4,0.0,61.275510204081634,22.521232306411324,14.935820149875104,1.3447460449625313
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5,ca,3,0.0,0.0,9.03,10.3,0.00072,0.0,0.0,0.0,61.21304791029562,9.409758534554538e-05,0.0,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5,chaincode,2,1.04,2.83,73.75,75.0,18.804650000000002,20.50441,0.0,0.0,61.21304791029562,2.4576002198168196,2.6797437082431306,0.0
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5,couchdb,2,2.075,8.41,59.55,62.9,15.42,18.83,33.6,0.0,61.21304791029562,2.0152566194837633,2.460913238967527,0.548902581182348
Raft_b300_tps100,Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5,orderer,4,0.4075,0.75,183.0,203.0,178.4,214.3,301.6,0.0,61.21304791029562,23.31529059117402,28.00710074937552,4.927054121565362
