consensus,batch,tps,round_label,phase,role,cpu_avg_mean__n,cpu_avg_mean__mean,cpu_avg_mean__ci95_low,cpu_avg_mean__ci95_high,cpu_max_peak__n,cpu_max_peak__mean,cpu_max_peak__ci95_low,cpu_max_peak__ci95_high,mem_avg_mb_mean__n,mem_avg_mb_mean__mean,mem_avg_mb_mean__ci95_low,mem_avg_mb_mean__ci95_high,mem_max_mb_peak__n,mem_max_mb_peak__mean,mem_max_mb_peak__ci95_low,mem_max_mb_peak__ci95_high,traffic_in_mb_sum__n,traffic_in_mb_sum__mean,traffic_in_mb_sum__ci95_low,traffic_in_mb_sum__ci95_high,traffic_out_mb_sum__n,traffic_out_mb_sum__mean,traffic_out_mb_sum__ci95_low,traffic_out_mb_sum__ci95_high,traffic_in_mbps__n,traffic_in_mbps__mean,traffic_in_mbps__ci95_low,traffic_in_mbps__ci95_high,traffic_out_mbps__n,traffic_out_mbps__mean,traffic_out_mbps__ci95_low,traffic_out_mbps__ci95_high,disk_write_mb_sum__n,disk_write_mb_sum__mean,disk_write_mb_sum__ci95_low,disk_write_mb_sum__ci95_high,disk_write_mb_per_s__n,disk_write_mb_per_s__mean,disk_write_mb_per_s__ci95_low,disk_write_mb_per_s__ci95_high,disk_read_b_sum__n,disk_read_b_sum__mean,disk_read_b_sum__ci95_low,disk_read_b_sum__ci95_high
Raft,100,200,submitEvidence,SUBMIT,chaincode,5.0,2.4770000000000003,2.3631670744292324,2.5908329255707683,5.0,8.524000000000001,7.070303394866729,9.977696605133273,5.0,66.21000000000001,65.68438948868959,66.73561051131043,5.0,85.96000000000001,84.6269417921186,87.29305820788142,5.0,57.765314000000004,57.52343056827598,58.00719743172403,5.0,44.58494,44.52953076393055,44.640349236069454,5.0,6.988769700298829,6.652371859079938,7.32516754151772,5.0,5.393883221067486,5.1454733680388465,5.642293074096125,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Raft,300,50,submitEvidence,SUBMIT,chaincode,5.0,0.615,0.5833487301992479,0.646651269800752,5.0,2.4560000000000004,2.0124824145808877,2.899517585419113,5.0,60.61,60.218889282171915,61.001110717828084,5.0,71.76,71.09956865489289,72.42043134510712,5.0,15.804828,15.80467111301474,15.804984886985261,5.0,11.624512,11.568944757034343,11.680079242965656,5.0,2.075192255041597,2.0589404705329706,2.0914440395502236,5.0,1.5263215478202998,1.5104226592233885,1.5422204364172112,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Raft,300,100,submitEvidence,SUBMIT,chaincode,5.0,1.0710000000000002,0.9384914266320856,1.2035085733679147,5.0,3.632,2.9735903822816683,4.290409617718332,5.0,62.27,61.422751338508,63.117248661492006,5.0,75.88,73.19947048096836,78.56052951903163,5.0,31.364887999999997,31.296983019458686,31.432792980541308,5.0,23.184497999999998,23.128972443836417,23.240023556163578,5.0,4.1014821083917905,4.091324898212768,4.111639318570813,5.0,3.0317609535767143,3.0227894283294217,3.040732478824007,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Raft,300,150,submitEvidence,SUBMIT,chaincode,5.0,1.761,1.408016563198781,2.1139834368012185,5.0,6.258,5.722483769000416,6.793516230999584,5.0,64.26000000000002,63.74926126287506,64.77073873712499,5.0,81.7,80.87183959041741,82.5281604095826,5.0,46.08564200000001,45.88163646719402,46.28964753280599,5.0,34.484684,34.42905709257026,34.54031090742974,5.0,5.9467899045196315,5.927850003998442,5.965729805040821,5.0,4.44986847005517,4.426144802666611,4.473592137443729,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Raft,300,200,submitEvidence,SUBMIT,chaincode,5.0,2.607,2.517304694972368,2.6966953050276325,5.0,9.244,8.01095592126802,10.47704407873198,5.0,65.97999999999999,64.5888112628403,67.37118873715968,5.0,86.94,80.82107634353883,93.05892365646116,5.0,58.705206,57.75181044538331,59.65860155461668,5.0,44.984753999999995,44.560149023592686,45.409358976407304,5.0,7.508004117980638,7.347074194724115,7.668934041237161,5.0,5.753157850362213,5.667051913583048,5.839263787141379,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,10,50,submitEvidence,SUBMIT,chaincode,5.0,0.5959999999999999,0.5714045773364228,0.6205954226635769,5.0,2.9699999999999998,2.735103809822296,3.2048961901777036,5.0,60.94,60.74175394682365,61.138246053176346,5.0,72.03999999999999,71.61354278807833,72.46645721192165,5.0,15.785166,15.72954153912117,15.84079046087883,5.0,11.604780000000002,11.604685452846898,11.604874547153106,5.0,2.0320004025912892,2.0229146411179246,2.041086164064654,5.0,1.4938635609088864,1.4916738292622744,1.4960532925554983,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,10,100,submitEvidence,SUBMIT,chaincode,5.0,0.8560000000000001,0.7030426519058337,1.0089573480941665,5.0,4.2299999999999995,2.825168453657165,5.634831546342834,5.0,62.470000000000006,62.12831510656748,62.811684893432535,5.0,75.24,73.97821714958555,76.50178285041444,5.0,30.247432000000003,30.106716044012156,30.38814795598785,5.0,22.686288,22.631176686196746,22.741399313803257,5.0,2.772249260016653,2.467439995196603,3.077058524836703,5.0,2.078913053522065,1.8570585451886696,2.3007675618554604,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,10,150,submitEvidence,SUBMIT,chaincode,5.0,1.0349999999999997,0.9238732838602702,1.146126716139729,5.0,6.498,4.455546798875432,8.540453201124569,5.0,64.51,64.26799393065463,64.75200606934538,5.0,80.82000000000001,79.94478922858549,81.69521077141452,5.0,43.409516,43.0694504760768,43.749581523923204,5.0,33.488538,33.3847333347363,33.59234266526369,5.0,5.548142244969046,3.740160429263526,7.356124060674567,5.0,4.283573718793128,2.8685352480563644,5.698612189529891,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,10,200,submitEvidence,SUBMIT,chaincode,5.0,1.458,1.4078395926651308,1.5081604073348691,5.0,8.494,7.497048769610068,9.490951230389932,5.0,65.67,62.00541713064093,69.33458286935908,5.0,91.14,84.91185360531723,97.36814639468277,5.0,56.528722,56.32486088620445,56.732583113795556,5.0,44.327276,44.223331861902935,44.43122013809706,5.0,42.57935919301309,29.982967816018977,55.1757505700072,5.0,33.40342930094376,23.43556646746275,43.37129213442478,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,100,50,submitEvidence,SUBMIT,chaincode,5.0,0.599,0.5530909689058895,0.6449090310941105,5.0,2.592,1.8929438900460136,3.2910561099539866,5.0,60.779999999999994,60.6122873218865,60.94771267811349,5.0,72.24,71.98256435056503,72.49743564943496,5.0,15.804948,15.804502160226377,15.805393839773622,5.0,11.604538,11.604437372393132,11.604638627606867,5.0,2.0710004318136437,2.06663785696042,2.0753630066668673,5.0,1.5205999520798668,1.5173992003081829,1.5238007038515506,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,100,100,submitEvidence,SUBMIT,chaincode,5.0,1.2129999999999999,1.157030717853451,1.2689692821465488,5.0,4.938,3.7563757820762134,6.119624217923786,5.0,61.580000000000005,61.25865476757855,61.90134523242146,5.0,74.04,72.86028164988419,75.21971835011583,5.0,31.08506,30.949352586826386,31.22076741317361,5.0,23.084668000000004,23.02920459373052,23.14013140626949,5.0,4.0103672949875095,3.9867558572789545,4.033978732696065,5.0,2.978214181248959,2.9648696050972334,2.9915587574006843,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,100,150,submitEvidence,SUBMIT,chaincode,5.0,2.022,1.8336406776822551,2.2103593223177445,5.0,7.498,6.121445445562001,8.874554554438,5.0,64.71,64.1593294763654,65.26067052363459,5.0,82.02000000000001,80.80551982873331,83.23448017126671,5.0,44.385058,44.01891123224852,44.75120476775148,5.0,33.884716,33.66260891091105,34.10682308908895,5.0,5.681519761575773,5.627742570773774,5.735296952377772,5.0,4.337426964170812,4.301212823593382,4.373641104748242,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,100,200,submitEvidence,SUBMIT,chaincode,5.0,1.9940000000000002,1.8766011253205555,2.1113988746794448,5.0,10.633999999999999,8.992667844969823,12.275332155030174,5.0,70.38,68.6272686850518,72.13273131494819,5.0,101.2,94.96789545658933,107.43210454341067,5.0,56.62664600000001,56.404065388563595,56.84922661143642,5.0,44.205892000000006,43.99078322574696,44.42100077425305,5.0,5.688056368583981,5.495727557105911,5.88038518006205,5.0,4.440277123166792,4.297471552144528,4.583082694189057,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,300,50,submitEvidence,SUBMIT,chaincode,5.0,0.615,0.5693856654109698,0.6606143345890302,5.0,2.604,1.9291064982858406,3.2788935017141596,5.0,60.84000000000001,60.68543886128785,60.99456113871217,5.0,72.35999999999999,71.57188973766355,73.14811026233642,5.0,15.804786000000002,15.804618839615413,15.80495316038459,5.0,11.624519999999999,11.56894444602798,11.680095553972016,5.0,2.061722491314476,2.058037962024958,2.0654070206039936,5.0,1.5164099343760398,1.508667888365683,1.5241519803863965,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,300,100,submitEvidence,SUBMIT,chaincode,5.0,1.2449999999999999,1.1335270938747894,1.3564729061252103,5.0,4.704,3.6368238541196676,5.771176145880332,5.0,62.88000000000001,61.74082484296752,64.01917515703249,5.0,78.96000000000001,76.14869174482769,81.77130825517233,5.0,31.125211999999998,31.021614809593036,31.22880919040696,5.0,23.104484000000003,23.104456800865897,23.10451119913411,5.0,4.058577418762021,4.010887281286496,4.106267556237547,5.0,3.0126789135301,2.9851884037032375,3.040169423356963,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,300,150,submitEvidence,SUBMIT,chaincode,5.0,2.06,1.8113580949236432,2.3086419050763567,5.0,7.664,5.528182329819327,9.799817670180673,5.0,64.42,64.05912000000001,64.78088,5.0,81.44,80.46800350947136,82.41199649052864,5.0,45.345034,44.966716620838994,45.723351379161,5.0,34.26467,34.1537687134889,34.375571286511104,5.0,5.8438593158467524,5.741304422184098,5.946414209509407,5.0,4.41577023413659,4.360138758819472,4.471401709453708,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SmartBFT,300,200,submitEvidence,SUBMIT,chaincode,5.0,2.364,1.8433168162346703,2.8846831837653295,5.0,13.102,12.594409329888737,13.609590670111263,5.0,77.69000000000001,74.15880142365232,81.2211985763477,5.0,123.2,107.51130147399091,138.8886985260091,5.0,56.426275999999994,56.12991598907479,56.7226360109252,5.0,44.205687999999995,44.0093676091079,44.40200839089209,5.0,5.8944183958995895,5.741862819959,6.046973971840179,5.0,4.618178543095949,4.475634373039357,4.760722713152541,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Raft,10,50,submitEvidence,SUBMIT,couchdb,5.0,2.957,2.924865476757854,2.9891345232421456,5.0,4.435999999999999,4.290796358392773,4.5812036416072255,5.0,54.36,53.50844192118212,55.21155807881788,5.0,57.94000000000001,55.53335048634,60.346649513660026,5.0,14.889999999999997,14.877585350588918,14.902414649411076,5.0,6.909999999999999,6.909999999999998,6.91,5.0,1.9146414642262894,1.9103291092795331,1.9189538191730457,5.0,0.8885271214642263,0.8869122311869079,0.8901420117415447,5.0,61.8,61.62443034430745,61.975569655692546,5.0,0.9933257903494177,0.9892829525734892,0.9973686281253462,5.0,0.0,0.0,0.0
Raft,10,100,submitEvidence,SUBMIT,couchdb,5.0,5.899,4.896815940210582,6.901184059789418,5.0,9.546000000000001,8.327921060712402,10.7640789392876,5.0,60.52,59.68650628892595,61.35349371107406,5.0,73.9,71.12816712769332,76.6718328723067,5.0,29.7,29.699999999999996,29.700000000000003,5.0,13.815999999999999,13.79344766938873,13.838552330611268,5.0,3.24982034385265,2.8016792993029127,3.6979613884023874,5.0,1.5115947462362782,1.3054222383399443,1.717767254132612,5.0,136.4,135.9354863532683,136.86451364673172,5.0,1.8658350387885776,1.6056947199426865,2.1259753576344687,5.0,0.0,0.0,0.0
Raft,10,150,submitEvidence,SUBMIT,couchdb,5.0,5.67,5.162895382470244,6.177104617529756,5.0,8.934000000000001,8.128452821831026,9.739547178168976,5.0,65.07000000000001,63.54914210841381,66.5908578915862,5.0,89.47999999999999,85.19973565975182,93.76026434024816,5.0,43.3,41.98030466546252,44.619695334537475,5.0,20.214,19.682441302191375,20.745558697808622,5.0,3.621746563011049,3.4043584260815956,3.839134699940502,5.0,1.6910169311079275,1.5849447672712145,1.7970890949446405,5.0,214.4,206.1370272080806,222.6629727919194,5.0,2.240852197279382,2.121281089681288,2.360423304877476,5.0,0.0,0.0,0.0
Raft,10,200,submitEvidence,SUBMIT,couchdb,5.0,5.9399999999999995,5.320867978796121,6.559132021203878,5.0,8.992,8.459080296569926,9.524919703430076,5.0,63.46,60.70510845338696,66.21489154661305,5.0,90.19999999999999,85.55237573291471,94.84762426708527,5.0,43.040000000000006,37.13253111446197,48.94746888553804,5.0,20.762,18.268224778232007,23.255775221767994,5.0,8.920029919973079,7.570904824471905,10.269155015474253,5.0,4.311793905647344,3.6154427933954376,5.008145017899252,5.0,207.35999999999999,168.78093013509007,245.9390698649099,5.0,5.339432882854288,4.6909041544769465,5.987961611231629,5.0,0.0,0.0,0.0
Raft,100,50,submitEvidence,SUBMIT,couchdb,5.0,0.772,0.5119731009606892,1.0320268990393109,5.0,3.3160000000000003,2.095866680753288,4.536133319246712,5.0,56.5,54.837294181161326,58.162705818838674,5.0,59.55999999999999,57.20677708799186,61.913222912008116,5.0,13.815999999999999,13.790256435056502,13.841743564943496,5.0,5.668000000000001,5.662448000000001,5.673552000000001,5.0,1.776919178134349,1.774909018851311,1.778929337417387,5.0,0.7289800978230312,0.7277117397349939,0.7302484559110685,5.0,23.400000000000002,23.224430344307454,23.57556965569255,5.0,0.3761940432330231,0.37327481598657924,0.3791132704794669,5.0,0.0,0.0,0.0
Raft,100,100,submitEvidence,SUBMIT,couchdb,5.0,3.593,3.5136772875905016,3.6723227124094984,5.0,6.338,5.843404356121083,6.832595643878917,5.0,61.56,61.221715040830965,61.89828495916904,5.0,65.97999999999999,65.30914928754602,66.65085071245396,5.0,27.52,27.46448,27.57552,5.0,11.324000000000002,11.317200216474035,11.330799783525968,5.0,3.541504131172741,3.536378895239563,3.546629367105919,5.0,1.4572684813937102,1.4552961513922709,1.4592408113951496,5.0,48.8,48.62443034430745,48.975569655692546,5.0,0.7850004436862055,0.7817081945005327,0.7882926928718782,5.0,0.0,0.0,0.0
Raft,100,150,submitEvidence,SUBMIT,couchdb,5.0,5.704,5.275753074107939,6.13224692589206,5.0,11.49,10.384608093678988,12.595391906321012,5.0,65.82000000000001,64.98304635827306,66.65695364172696,5.0,72.23999999999998,70.77475577680714,73.70524422319282,5.0,41.18000000000001,41.124480000000005,41.23552000000001,5.0,16.96,16.904480000000003,17.01552,5.0,5.285790935733171,5.263740714078608,5.307841157387735,5.0,2.1769627072180397,2.1632536143278793,2.1906718001082,5.0,75.84,75.63226318188632,76.04773681811369,5.0,1.216831425653007,1.2131272122152184,1.2205356390907958,5.0,0.0,0.0,0.0
Raft,100,200,submitEvidence,SUBMIT,couchdb,5.0,8.678999999999998,8.020607938857095,9.337392061142902,5.0,16.676000000000002,15.375284767485216,17.97671523251479,5.0,67.69,66.69741015439406,68.68258984560593,5.0,74.72,73.52793504606502,75.91206495393497,5.0,55.14000000000001,55.028960000000005,55.25104000000001,5.0,22.956,22.910724810149485,23.001275189850514,5.0,6.670975491040679,6.357711632295634,6.984239349785724,5.0,2.7771282372428105,2.652825800574999,2.901430673910622,5.0,105.0,104.60741431508522,105.39258568491478,5.0,1.5878056543495174,1.5170036460145835,1.6586076626844513,5.0,0.0,0.0,0.0
Raft,300,50,submitEvidence,SUBMIT,couchdb,5.0,1.6689999999999998,1.3375788485687734,2.000421151431226,5.0,4.382,4.279852252575007,4.484147747424992,5.0,57.71,57.109138663583686,58.310861336416316,5.0,61.2,60.079238344695895,62.32076165530411,5.0,13.804000000000002,13.781447669388733,13.826552330611271,5.0,5.666,5.6592002164740345,5.672799783525966,5.0,1.8124725457570716,1.800230428266081,1.8247146632480622,5.0,0.7439499500831946,0.738676557776324,0.7492233423900653,5.0,23.04,22.92896,23.15104,5.0,0.3781404326123128,0.37670931429812715,0.3795715509264984,5.0,0.0,0.0,0.0
Raft,300,100,submitEvidence,SUBMIT,couchdb,5.0,2.346,1.667959513822368,3.024040486177632,5.0,8.262,6.649112943500383,9.874887056499619,5.0,71.94,71.00745404316999,72.87254595683001,5.0,80.22,78.62675978760264,81.81324021239736,5.0,27.46,27.39200216474034,27.52799783525966,5.0,11.17,11.17,11.17,5.0,3.590855595916712,3.5792312743703896,3.602479917463034,5.0,1.4606636285723713,1.4591281730251748,1.4621990841195678,5.0,41.6,41.6,41.6,5.0,0.6799866489325274,0.6792718442015138,0.680701453663541,5.0,0.0,0.0,0.0
Raft,300,150,submitEvidence,SUBMIT,couchdb,5.0,3.7380000000000004,0.6482465289955583,6.827753471004442,5.0,12.373999999999999,9.103633998474177,15.644366001525821,5.0,83.21000000000001,81.85046834770206,84.56953165229795,5.0,93.86,93.2355542412667,94.4844457587333,5.0,40.9,40.81221517215372,40.987784827846276,5.0,16.695999999999998,16.689200216474035,16.70279978352596,5.0,5.277722852747787,5.239891634911196,5.315554070584378,5.0,2.154448737654634,2.1390598511983456,2.1698376241109227,5.0,60.0,59.82443034430745,60.17556965569255,5.0,0.9678059628838926,0.958676007576152,0.9769359181916333,5.0,0.0,0.0,0.0
Raft,300,200,submitEvidence,SUBMIT,couchdb,5.0,8.601000000000003,7.971172153857901,9.230827846142105,5.0,17.576,16.139823045911125,19.012176954088876,5.0,87.80999999999999,86.8941303271753,88.72586967282467,5.0,101.0,99.47952218036566,102.52047781963434,5.0,54.6,54.384971964618565,54.81502803538144,5.0,22.392,22.184374499292595,22.599625500707404,5.0,6.98263278375679,6.948732782953471,7.016532784560109,5.0,2.863611570527981,2.84412428231848,2.883098858737482,5.0,82.36,81.91584,82.80416,5.0,1.3165890066698434,1.3117999744721236,1.321378038867563,5.0,0.0,0.0,0.0
SmartBFT,10,50,submitEvidence,SUBMIT,couchdb,5.0,2.9739999999999998,2.92980140708122,3.0181985929187793,5.0,4.595999999999999,4.458426862156887,4.733573137843111,5.0,54.33,53.61332948267701,55.04667051732299,5.0,59.6,57.19111010463325,62.00888989536675,5.0,14.888,14.871813277539909,14.904186722460091,5.0,6.912000000000001,6.906448000000001,6.917552000000001,5.0,1.9165054739771705,1.9151417323048812,1.91786921564946,5.0,0.8897696114814186,0.8888057271327233,0.890733495830114,5.0,61.64,61.528960000000005,61.751039999999996,5.0,0.9918519247694295,0.9892372825931637,0.9944665669456954,5.0,0.0,0.0,0.0
SmartBFT,10,100,submitEvidence,SUBMIT,couchdb,5.0,5.202,4.586431780235529,5.817568219764471,5.0,8.052,6.736123292194895,9.367876707805104,5.0,59.970000000000006,58.53854193271337,61.40145806728664,5.0,76.53999999999999,72.46996364517464,80.61003635482534,5.0,29.7,29.699999999999996,29.700000000000003,5.0,13.830000000000002,13.802240000000003,13.85776,5.0,2.7214201498751045,2.434778564924006,3.008061734826203,5.0,1.2671240632805996,1.136011420202739,1.3982367063584602,5.0,136.51999999999998,136.14344503933685,136.8965549606631,5.0,1.5636416319733555,1.3995605660111035,1.7277226979356075,5.0,0.0,0.0,0.0
SmartBFT,10,150,submitEvidence,SUBMIT,couchdb,5.0,5.548,5.156308465774406,5.939691534225594,5.0,8.0,7.4078589627462055,8.592141037253795,5.0,63.160000000000004,61.837825266615646,64.48217473338435,5.0,88.54,85.59613085725606,91.48386914274396,5.0,40.339999999999996,37.332680902597794,43.3473190974022,5.0,19.054000000000002,17.846022076916967,20.261977923083037,5.0,5.097011231473894,3.7726759315510416,6.421346531396745,5.0,2.4120585310184675,1.7600071402516049,3.06410992178533,5.0,196.45999999999998,176.9329364167164,215.98706358328357,5.0,3.089599835486241,2.362808618866994,3.816391052105488,5.0,0.0,0.0,0.0
SmartBFT,10,200,submitEvidence,SUBMIT,couchdb,5.0,5.074,4.159020545926849,5.98897945407315,5.0,9.872,7.666618684820243,12.077381315179757,5.0,59.54,57.09996074261089,61.98003925738911,5.0,84.02,71.29592305688149,96.7440769431185,5.0,33.279999999999994,26.008469486662378,40.55153051333761,5.0,17.128,13.957674307547567,20.298325692452433,5.0,25.761616942229246,14.538672179290968,36.98456170516752,5.0,13.20757878423404,7.723803217939647,18.69135435052843,5.0,148.88000000000002,106.08740399323268,191.67259600676738,5.0,14.520845121313522,7.55859371632668,21.483096526300365,5.0,0.0,0.0,0.0
SmartBFT,100,50,submitEvidence,SUBMIT,couchdb,5.0,0.8210000000000001,0.3934960000000001,1.248504,5.0,2.3120000000000003,1.2328748543083619,3.391125145691639,5.0,57.5,56.55351019022918,58.44648980977082,5.0,60.28000000000001,59.70838661457241,60.851613385427605,5.0,13.807999999999998,13.791813277539909,13.824186722460087,5.0,5.67,5.67,5.67,5.0,1.809328452579035,1.8070980186783705,1.8115588864796994,5.0,0.7429681198003328,0.7414002425840871,0.7445359970165786,5.0,23.439999999999998,23.328959999999995,23.55104,5.0,0.3839334442595673,0.38157801311746176,0.3862888754016729,5.0,0.0,0.0,0.0
SmartBFT,100,100,submitEvidence,SUBMIT,couchdb,5.0,3.9730000000000003,3.7435555811443653,4.202444418855635,5.0,7.258,6.583917689251528,7.932082310748472,5.0,61.779999999999994,60.00108427001164,63.55891572998835,5.0,66.14,64.35902778191236,67.92097221808764,5.0,27.6,27.6,27.6,5.0,11.328,11.322448,11.333552,5.0,3.560744712739384,3.5497512498750483,3.57173817560372,5.0,1.4614538551207328,1.456660561208493,1.4662471490329725,5.0,48.879999999999995,48.744004329480674,49.01599567051932,5.0,0.7882664446294754,0.7849281043050814,0.7916047849538693,5.0,0.0,0.0,0.0
SmartBFT,100,150,submitEvidence,SUBMIT,couchdb,5.0,7.043000000000001,6.817365668073319,7.268634331926683,5.0,13.204000000000002,11.97298875484584,14.435011245154165,5.0,66.26,65.7704470676219,66.74955293237811,5.0,72.16,70.0411280978785,74.2788719021215,5.0,41.220000000000006,41.084004329480685,41.35599567051933,5.0,17.038,17.032448000000002,17.043552,5.0,5.276368814446645,5.248829071040936,5.3039085578523535,5.0,2.180949160811749,2.1726695971611605,2.189228724462337,5.0,75.8,75.62443034430744,75.97556965569255,5.0,1.2128470719299762,1.207592282199622,1.2181018616603305,5.0,0.0,0.0,0.0
SmartBFT,100,200,submitEvidence,SUBMIT,couchdb,5.0,7.217999999999999,6.835314530320263,7.6006854696797355,5.0,16.344,14.850171488631979,17.837828511368023,5.0,65.14000000000001,64.31486931362362,65.96513068637641,5.0,75.16,72.7986044478741,77.5213955521259,5.0,54.98,54.77600649422101,55.183993505778986,5.0,23.130000000000003,23.042655199124393,23.217344800875612,5.0,5.522482974349093,5.345840311593972,5.699125637104214,5.0,2.3232849319299875,2.2498311988330233,2.3967386650269518,5.0,106.94000000000001,106.2973095351571,107.58269046484293,5.0,1.3425936263260554,1.3062809881481225,1.3789062645039882,5.0,0.0,0.0,0.0
SmartBFT,300,50,submitEvidence,SUBMIT,couchdb,5.0,1.8079999999999998,1.7301481700664652,1.8858518299335345,5.0,4.206,4.12152563124829,4.290474368751711,5.0,58.230000000000004,57.532400534403884,58.927599465596124,5.0,61.82000000000001,60.76512000000001,62.874880000000005,5.0,13.807999999999998,13.7876006494221,13.828399350577897,5.0,5.67,5.67,5.67,5.0,1.801243261231281,1.7970584279915318,1.8054280944710301,5.0,0.7396472545757072,0.7383221564755053,0.7409723526759092,5.0,23.080000000000002,22.94400432948068,23.215995670519323,5.0,0.37634608985024964,0.3740289692705746,0.3786632104299247,5.0,0.0,0.0,0.0
SmartBFT,300,100,submitEvidence,SUBMIT,couchdb,5.0,3.804,3.2665123452803777,4.3414876547196215,5.0,10.476,8.889701198911126,12.062298801088875,5.0,75.52000000000001,74.1532604262699,76.88673957373013,5.0,86.67999999999999,84.04879713469295,89.31120286530704,5.0,27.440000000000005,27.372002164740344,27.507997835259665,5.0,11.16,11.16,11.16,5.0,3.578030724645879,3.538938258462181,3.617123190829577,5.0,1.4551935756499954,1.4419149284072186,1.4684722228927722,5.0,40.76,40.55226318188631,40.967736818113686,5.0,0.6643604641819463,0.6566098042124451,0.6721111241514475,5.0,0.0,0.0,0.0
SmartBFT,300,150,submitEvidence,SUBMIT,couchdb,5.0,8.793,7.134792468409337,10.451207531590661,5.0,15.574000000000002,12.457853753532099,18.690146246467904,5.0,85.2,82.56535808277482,87.83464191722518,5.0,96.41999999999999,94.02812519926313,98.81187480073685,5.0,40.88,40.82448,40.935520000000004,5.0,16.7,16.684795221803657,16.71520477819634,5.0,5.268207440310938,5.221246277866066,5.3151686027558105,5.0,2.1521352137701277,2.1319213777539754,2.17234904978628,5.0,60.239999999999995,60.03226318188631,60.44773681811368,5.0,0.9703817878956136,0.9634335457360375,0.9773300300551897,5.0,0.0,0.0,0.0
SmartBFT,300,200,submitEvidence,SUBMIT,couchdb,5.0,7.2170000000000005,5.875265549885523,8.558734450114478,5.0,20.165999999999997,17.498141234874677,22.833858765125317,5.0,85.0,83.63086621837017,86.36913378162983,5.0,105.4,101.41569045379254,109.38430954620748,5.0,54.94,54.77344,55.106559999999995,5.0,22.858,22.831085681431624,22.884914318568377,5.0,5.739679162858015,5.558357471944615,5.921000853771415,5.0,2.387972657304738,2.3154555774887644,2.460489737120712,5.0,85.52000000000001,85.06895338777463,85.9710466122254,5.0,1.1166865038756835,1.0889527681653672,1.1444202395859997,5.0,0.0,0.0,0.0
Raft,10,50,submitEvidence,SUBMIT,orderer,5.0,0.36,0.3336645516461177,0.3863354483538823,5.0,0.6859999999999999,0.6205428853675935,0.7514571146324064,5.0,100.08000000000001,98.84741223501125,101.31258776498878,5.0,134.2,127.90637269613141,140.49362730386855,5.0,114.73999999999998,114.44101564990788,115.03898435009208,5.0,138.32,138.07000582534786,138.56999417465212,5.0,14.753932778702161,14.701003337634328,14.806862219769995,5.0,17.785974309484192,17.739210498328617,17.832738120639767,5.0,200.56,200.28800865896136,200.83199134103864,5.0,3.2236405990016634,3.2191269918750414,3.2281542061282855,5.0,0.0,0.0,0.0
Raft,10,100,submitEvidence,SUBMIT,orderer,5.0,0.6639999999999999,0.5583249684362478,0.769675031563752,5.0,1.3400000000000003,1.3048860688614905,1.37511393113851,5.0,132.5,126.56234430098881,138.43765569901117,5.0,179.2,173.15622020255535,185.24377979744463,5.0,227.6,226.96091680666754,228.23908319333245,5.0,274.96000000000004,274.3294140172824,275.5905859827177,5.0,24.9061670887536,21.444828904607537,28.367505272899667,5.0,30.08835305022483,25.912658655524105,34.26404744492555,5.0,400.0,400.0,400.0,5.0,5.471078019953957,4.716631817008271,6.225524222899643,5.0,0.0,0.0,0.0
