consensus,batch,tps,round_label,phase,orderer_cpu_avg_per_tps__n,orderer_cpu_avg_per_tps__mean,orderer_cpu_avg_per_tps__ci95_low,orderer_cpu_avg_per_tps__ci95_high,orderer_cpu_avg_per_tps__sd,orderer_cpu_cluster_per_tps__n,orderer_cpu_cluster_per_tps__mean,orderer_cpu_cluster_per_tps__ci95_low,orderer_cpu_cluster_per_tps__ci95_high,orderer_cpu_cluster_per_tps__sd,orderer_mb_total_per_tx__n,orderer_mb_total_per_tx__mean,orderer_mb_total_per_tx__ci95_low,orderer_mb_total_per_tx__ci95_high,orderer_mb_total_per_tx__sd,orderer_mb_in_per_tx__n,orderer_mb_in_per_tx__mean,orderer_mb_in_per_tx__ci95_low,orderer_mb_in_per_tx__ci95_high,orderer_mb_in_per_tx__sd,orderer_mb_out_per_tx__n,orderer_mb_out_per_tx__mean,orderer_mb_out_per_tx__ci95_low,orderer_mb_out_per_tx__ci95_high,orderer_mb_out_per_tx__sd,orderer_in_out_ratio__n,orderer_in_out_ratio__mean,orderer_in_out_ratio__ci95_low,orderer_in_out_ratio__ci95_high,orderer_in_out_ratio__sd,orderer_bw_total_mbps__n,orderer_bw_total_mbps__mean,orderer_bw_total_mbps__ci95_low,orderer_bw_total_mbps__ci95_high,orderer_bw_total_mbps__sd
Raft,100,150,retrieveEvidenceAndLog,RETRIEVE,5.0,0.005621923483141354,0.005373852022533135,0.005869994943749573,0.00019982155950923566,5.0,0.022487693932565417,0.02149540809013254,0.023479979774998293,0.0007992862380369427,5.0,0.06545696835091615,0.06537164849184096,0.06554228820999133,6.872514579352447e-05,5.0,0.029661299278178788,0.02961770286675016,0.029704895689607415,3.5116909052398834e-05,5.0,0.03579566907273737,0.03575362621611235,0.03583771192936239,3.386552067068731e-05,5.0,0.8286280185317443,0.828319616525618,0.8289364205378705,0.0002484178134350205,5.0,75.8672595224875,75.74485881724196,75.98966022773304,0.09859376708319016
Raft,100,200,retrieveEvidenceAndLog,RETRIEVE,5.0,0.005476054555497693,0.005163841093821568,0.005788268017173818,0.00025148794084954606,5.0,0.021904218221990773,0.020655364375286273,0.023153072068695272,0.0010059517633981842,5.0,0.06514562640808982,0.0650782875818647,0.06521296523431495,5.424142397854654e-05,5.0,0.029512682310451437,0.029479939492458394,0.02954542512844448,2.6374339628008312e-05,5.0,0.035632944097638404,0.035596162156104914,0.035669726039171894,2.9627853607096038e-05,5.0,0.8282415056129391,0.8277950570425652,0.828687954183313,0.00035961431981758655,5.0,96.3315616553323,92.64008123304798,100.02304207761661,2.973487450229598
Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,5.0,0.004851078026686676,0.0047127414802749686,0.004989414573098384,0.0001114300870133764,5.0,0.019404312106746705,0.018850965921099874,0.019957658292393536,0.0004457203480535056,5.0,0.06565391014975042,0.0655582629239348,0.06574955737556604,7.704383961923612e-05,5.0,0.029803660565723793,0.02975655614585779,0.029850764985589796,3.79426098202699e-05,5.0,0.03585024958402662,0.035798649277389016,0.03590184989066422,4.156404657835739e-05,5.0,0.8313376357068354,0.8307062501985927,0.8319690212150781,0.0005085810217719746,5.0,25.767768386023295,25.597683657773267,25.937853114273324,0.13700324722681664
Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,5.0,0.0043967530264316015,0.004069215013735921,0.0047242910391272815,0.0002638318665715882,5.0,0.017587012105726406,0.016276860054943686,0.018897164156509126,0.0010553274662863528,5.0,0.06548376353039136,0.06533833946098491,0.0656291875997978,0.00011713908672818733,5.0,0.029728559533721898,0.02966093359031607,0.029796185477127726,5.447269686526736e-05,5.0,0.03575520399666944,0.03566827541810263,0.03584213257523625,7.002096933098632e-05,5.0,0.8314477880531725,0.830106524058326,0.8327890520480191,0.0010803881369775845,5.0,51.297290657785176,51.175840355419645,51.41874096015071,0.09782821757104729
Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,5.0,0.005428574764840678,0.00439534153631358,0.006461807993367776,0.0008322693572039506,5.0,0.021714299059362712,0.01758136614525432,0.025847231973471104,0.0033290774288158025,5.0,0.06521932259855637,0.06516002506812305,0.06527862012898969,4.776416028341866e-05,5.0,0.02958578567462521,0.029548792892837315,0.029622778456413104,2.9797685430313764e-05,5.0,0.03563353692393115,0.03560701826214179,0.0356600555857205,2.1360781856384125e-05,5.0,0.8302791754202973,0.8295615954467177,0.8309967553938769,0.0005780106629021505,5.0,75.59180011104942,75.5245018290403,75.65909839305854,0.05420876561288029
Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,5.0,0.005528030435622324,0.00513628910449528,0.005919771766749369,0.00031554763904766765,5.0,0.022112121742489298,0.02054515641798112,0.023679087066997475,0.0012621905561906706,5.0,0.06507556386980785,0.06491534513482475,0.06523578260479096,0.00012905618973028168,5.0,0.029496166040662082,0.02942914221619039,0.029563189865133774,5.3987690068702847e-05,5.0,0.03557939782914578,0.03548495404664699,0.035673841611644566,7.607446603727946e-05,5.0,0.8290242753679117,0.8284217580456497,0.8296267926901737,0.00048532769819852826,5.0,100.21708719952983,99.30933463699844,101.12483976206121,0.7311946817614603
SmartBFT,10,50,retrieveEvidenceAndLog,RETRIEVE,5.0,0.023782490784544977,0.020786914307901944,0.02677806726118801,0.0024129368276560284,5.0,0.09512996313817991,0.08314765723160777,0.10711226904475205,0.009651747310624114,5.0,0.07885524126455908,0.07875333044960114,0.078957152079517,8.208916062259474e-05,5.0,0.04535773710482529,0.045307138841276726,0.04540833536837385,4.075690087825686e-05,5.0,0.03349750415973378,0.03344308651727832,0.03355192180218924,4.383341055680327e-05,5.0,1.354063912957823,1.3529453157532738,1.355182510162372,0.0009010300391978002,5.0,30.494893044925128,30.418885818365887,30.57090027148437,0.0612238203774089
SmartBFT,10,100,retrieveEvidenceAndLog,RETRIEVE,5.0,0.02565218262669968,0.02305937934129774,0.02824498591210162,0.002088503025375911,5.0,0.10260873050679872,0.09223751736519097,0.11297994364840648,0.008354012101503643,5.0,0.0784442964196503,0.07839287293462807,0.07849571990467252,4.14216167686e-05,5.0,0.04514904246461282,0.045131745477259476,0.045166339451966166,1.3932723172923591e-05,5.0,0.03329525395503747,0.03325325498091755,0.03333725292915739,3.3830173313181846e-05,5.0,1.3560213514244246,1.3544430360324267,1.3575996668164225,0.0012713330354617487,5.0,45.272642398001665,40.502832635021306,50.04245216098202,3.8420817254201194
SmartBFT,10,150,retrieveEvidenceAndLog,RETRIEVE,5.0,0.03669447584406486,0.031200535945531502,0.04218841574259821,0.004425368543738788,5.0,0.14677790337625943,0.12480214378212601,0.16875366297039285,0.017701474174955153,5.0,0.2896786218007456,0.20325319497580374,0.37610404862568747,0.06961568060698986,5.0,0.16359613323745326,0.11407416636616874,0.21311810010873777,0.039889943913431106,5.0,0.12608248856329235,0.08912355560119878,0.16304142152538592,0.029770420201404503,5.0,1.2957493835862954,1.2648426846294676,1.3266560825431233,0.02489534575921796,5.0,173.37058556959238,121.75923746733653,224.98193367184822,41.572940478043535
SmartBFT,10,200,retrieveEvidenceAndLog,RETRIEVE,5.0,0.0441647782304566,0.0324463676307669,0.0558831888301463,0.009439179643069255,5.0,0.1766591129218264,0.1297854705230676,0.2235327553205852,0.03775671857227702,5.0,4.273172261397787,0.32976707893354407,8.216577443862029,3.1764128425126112,5.0,2.2358100810632004,0.3825381253901492,4.089082036736252,1.4928105452733862,5.0,2.037362180334586,-0.05964567634379181,4.134370037012964,1.689139811557633,5.0,1.180824648230265,0.9780048720330774,1.3836444244274524,0.16337132808292684,5.0,3286.712247609408,319.317532471543,6254.106962747273,2390.236418992036
SmartBFT,100,50,retrieveEvidenceAndLog,RETRIEVE,5.0,0.010391226154010396,0.008434083422097203,0.01234836888592359,0.0015764784546929214,5.0,0.041564904616041586,0.03373633368838881,0.04939347554369436,0.006305913818771686,5.0,0.07638362728785357,0.07534808472099222,0.07741916985471492,0.0008341295292134779,5.0,0.04426622296173044,0.04373281710093433,0.04479962882252655,0.0004296584165478723,5.0,0.03211740432612313,0.031614623016699844,0.03262018563554642,0.0004049903406652824,5.0,1.3783034198261275,1.3731726780469302,1.3834341616053247,0.0041328124615573475,5.0,30.13793448252911,29.726621853420838,30.549247111637385,0.33131231941291694
SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,5.0,0.020927159469322183,0.01830862565790881,0.023545693280735556,0.002109228963869567,5.0,0.08370863787728873,0.07323450263163524,0.09418277312294222,0.008436915855478268,5.0,0.07548143213988343,0.07539986075054746,0.0755630035292194,6.570575344896646e-05,5.0,0.04381348875936719,0.04377768059360842,0.043849296925125965,2.8843477228455804e-05,5.0,0.031667943380516234,0.03161032300870921,0.03172556375232326,4.6413209023532015e-05,5.0,1.3835299184046406,1.3813460139427929,1.3857138228664883,0.0017591350263171366,5.0,58.5614987510408,58.521282310311854,58.60171519176975,0.032394342681201165
SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,5.0,0.024019395587760266,0.02240368351006278,0.025635107665457752,0.0013014560654895544,5.0,0.09607758235104107,0.08961473404025112,0.10254043066183101,0.005205824261958218,5.0,0.0752741810105497,0.07518186052667293,0.07536650149442646,7.436414901444807e-05,5.0,0.043709050527484736,0.0436798051656259,0.043738295889343574,2.355713874025074e-05,5.0,0.03156513048306496,0.03148351897900105,0.03164674198712887,6.573806586199786e-05,5.0,1.384730341870847,1.3812249439993756,1.3882357397423184,0.002823597957058095,5.0,86.76418096612994,86.30858313529494,87.21977879696495,0.3669840490448557
SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,5.0,0.019744950448461314,0.0172369883750437,0.02225291252187893,0.0020201634298101963,5.0,0.07897980179384526,0.0689479535001748,0.08901165008751571,0.008080653719240785,5.0,0.0748534032739739,0.07454345459485202,0.07516335195309577,0.0002496636585204576,5.0,0.043493654083220715,0.04330545781939861,0.04368185034704282,0.00015159208898332438,5.0,0.03135974919075317,0.03123713473890283,0.03148236364260351,9.876593997162649e-05,5.0,1.3869250555506627,1.3858844111848647,1.3879656999164607,0.0008382390282154954,5.0,89.40006677084276,86.8227765951192,91.97735694656632,2.076007215655712
SmartBFT,300,50,retrieveEvidenceAndLog,RETRIEVE,5.0,0.01733502557227664,0.01546055645262653,0.01920949469192675,0.0015098848606850972,5.0,0.06934010228910656,0.06184222581050612,0.076837978767707,0.006039539442740389,5.0,0.07806988352745425,0.07766087133396948,0.07847889572093902,0.00032945931853683405,5.0,0.04509151414309485,0.0448912404462996,0.045291787839890095,0.00016132046114530316,5.0,0.0329783693843594,0.03276866618485598,0.03318807258386282,0.00016891592550030595,5.0,1.3673145738565862,1.364513103846458,1.3701160438667144,0.0022565840704516973,5.0,30.70292339434277,30.617697948924956,30.78814883976058,0.06864909559327237
SmartBFT,300,100,retrieveEvidenceAndLog,RETRIEVE,5.0,0.02006360384593046,0.016254704511680658,0.023872503180180263,0.003068068382866085,5.0,0.08025441538372184,0.06501881804672263,0.09549001272072105,0.01227227353146434,5.0,0.08136153205661949,0.07808884573148316,0.08463421838175582,0.0026361488083713356,5.0,0.04676436303080765,0.045125942155578136,0.04840278390603717,0.0013197480017175416,5.0,0.03459716902581182,0.03296256737542533,0.036231770676198316,0.0013166716161374463,5.0,1.3520708546226115,1.3361427371632353,1.3679989720819876,0.012830098484425852,5.0,63.706799267277255,61.84004272543242,65.57355580912208,1.5036723793254625
SmartBFT,300,150,retrieveEvidenceAndLog,RETRIEVE,5.0,0.015641975269470424,0.012807319538192068,0.01847663100074878,0.0022833151685690846,5.0,0.0625679010778817,0.05122927815276827,0.07390652400299512,0.009133260674276339,5.0,0.08122483237303814,0.07965908562548471,0.08279057912059157,0.0012612089924634933,5.0,0.04669502687957896,0.04589968613602308,0.04749036762313484,0.0006406469624878163,5.0,0.034529805493459194,0.03375927404737401,0.035300336939544374,0.0006206630735762505,5.0,1.3523940393583127,1.3451741900462018,1.3596138886704237,0.0058155885623866685,5.0,95.0884112586988,93.56418818602809,96.6126343313695,1.2277616726820266
SmartBFT,300,200,retrieveEvidenceAndLog,RETRIEVE,5.0,0.026364972074906567,0.0210812269125214,0.031648717237291735,0.004256056685475107,5.0,0.10545988829962627,0.0843249076500856,0.12659486894916694,0.017024226741900426,5.0,0.08476729477279088,0.0794575023881754,0.09007708715740637,0.0042770377227705075,5.0,0.048435405598985556,0.045773983868934144,0.05109682732903697,0.0021437751819848895,5.0,0.036331889173805317,0.03368280370575452,0.03898097464185611,0.00213383832304338,5.0,1.3340037158815015,1.3110164916720026,1.3569909400910003,0.018516208914433833,5.0,109.74604367438307,106.62413679827198,112.86795055049417,2.51469596340361
