consensus,batch,tps,round_label,phase,role,cpu_avg_mean__n,cpu_avg_mean__mean,cpu_avg_mean__ci95_low,cpu_avg_mean__ci95_high,cpu_max_peak__n,cpu_max_peak__mean,cpu_max_peak__ci95_low,cpu_max_peak__ci95_high,mem_avg_mb_mean__n,mem_avg_mb_mean__mean,mem_avg_mb_mean__ci95_low,mem_avg_mb_mean__ci95_high,mem_max_mb_peak__n,mem_max_mb_peak__mean,mem_max_mb_peak__ci95_low,mem_max_mb_peak__ci95_high,traffic_in_mb_sum__n,traffic_in_mb_sum__mean,traffic_in_mb_sum__ci95_low,traffic_in_mb_sum__ci95_high,traffic_out_mb_sum__n,traffic_out_mb_sum__mean,traffic_out_mb_sum__ci95_low,traffic_out_mb_sum__ci95_high,traffic_in_mbps__n,traffic_in_mbps__mean,traffic_in_mbps__ci95_low,traffic_in_mbps__ci95_high,traffic_out_mbps__n,traffic_out_mbps__mean,traffic_out_mbps__ci95_low,traffic_out_mbps__ci95_high,disk_write_mb_sum__n,disk_write_mb_sum__mean,disk_write_mb_sum__ci95_low,disk_write_mb_sum__ci95_high,disk_write_mb_per_s__n,disk_write_mb_per_s__mean,disk_write_mb_per_s__ci95_low,disk_write_mb_per_s__ci95_high,disk_read_b_sum__n,disk_read_b_sum__mean,disk_read_b_sum__ci95_low,disk_read_b_sum__ci95_high,n_reps,throughput_mean,throughput_ci95_low,throughput_ci95_high,avg_latency_mean_ms,avg_latency_ci95_low_ms,avg_latency_ci95_high_ms,send_rate_mean,succ_total,fail_total,total_tx,fail_rate,orderer_cpu_avg_per_tps
SmartBFT,300,100,submitEvidence,SUBMIT,orderer,5.0,2.2835,1.804194638986794,2.762805361013206,5.0,5.062,3.415516043812149,6.708483956187852,5.0,123.25,122.19749688836565,124.30250311163435,5.0,177.0,172.11234763920345,181.88765236079655,5.0,363.0,356.09953179095794,369.90046820904206,5.0,270.68,263.7225885613686,277.63741143863143,5.0,47.33083730258085,46.544089846530156,48.11758475863155,5.0,35.29309195783401,34.472670996834715,36.1135129188333,5.0,370.08000000000004,369.85792000000004,370.30208000000005,5.0,6.032000399267677,5.9793486162751,6.084652182260253,5.0,0.0,0.0,0.0,5.0,97.88,96.99168,98.76832,2030.0,1812.8323294778893,2247.1676705221107,100.08,30026,0,30026,0.0,0.023329587249693504
SmartBFT,300,150,submitEvidence,SUBMIT,orderer,5.0,2.2064999999999997,1.20850821299171,3.2044917870082896,5.0,7.828,4.6321451459642295,11.023854854035772,5.0,141.3,138.41843711850672,144.1815628814933,5.0,198.4,194.5136,202.28640000000001,5.0,543.38,522.6667982896317,564.0932017103682,5.0,405.76000000000005,385.089962905268,426.4300370947321,5.0,70.0124215435869,68.01244333554625,72.01239975162754,5.0,52.277294836202124,50.112674849912764,54.44191482249148,5.0,556.0,556.0,556.0,5.0,8.956508606329818,8.86917872293577,9.043838489723866,5.0,0.0,0.0,0.0,5.0,145.06,143.64560143891475,146.47439856108525,2408.0,2098.8278681640277,2717.1721318359723,150.08,45025,0,45025,0.0,0.01521094719426444
SmartBFT,300,200,submitEvidence,SUBMIT,orderer,5.0,3.8825000000000003,3.10029703641574,4.6647029635842605,5.0,15.063999999999998,8.131123540767799,21.996876459232197,5.0,162.35,158.8344943806047,165.8655056193953,5.0,221.2,210.2920507225235,232.10794927747648,5.0,758.8,721.130181197144,796.4698188028559,5.0,574.3199999999999,536.1400177998155,612.4999822001844,5.0,79.22329484672237,76.76123351971154,81.6853561737332,5.0,59.950712351309015,57.20288940845694,62.69853529416109,5.0,739.2,736.9792,741.4208000000001,5.0,9.65318889308019,9.34843141798645,9.957946368173928,5.0,0.0,0.0,0.0,5.0,156.57999999999998,151.61771073088235,161.54228926911762,23524.0,19595.880546386605,27452.119453613395,199.78,59951,0,59951,0.0,0.02479563162600588
Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.3345,0.32588768648968236,0.3431123135103177,5.0,0.634,0.6004574643773014,0.6675425356226986,5.0,157.0,155.16384859012118,158.83615140987882,5.0,173.4,170.28394772829466,176.51605227170535,5.0,91.38,91.09690243660532,91.66309756339467,5.0,110.042,109.88783824474274,110.19616175525726,5.0,11.755016306156406,11.722247706849204,11.787784905463608,5.0,14.15568186356073,14.134509220055715,14.176854507065745,5.0,161.2,161.2,161.2,5.0,2.592074542429284,2.589096231613976,2.595052853244592,5.0,0.0,0.0,0.0,5.0,48.32000000000001,48.264480000000006,48.37552000000001,224.0,195.41933072862008,252.58066927137992,50.1,15025,0,15025,0.0,0.006922599337748344
Raft,10,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.675,0.6184485805660017,0.7315514194339984,5.0,1.4460000000000002,1.325443590232622,1.5665564097673783,5.0,177.15,175.93599581549321,178.3640041845068,5.0,192.0,189.08850663747967,194.91149336252033,5.0,181.16,181.01845121830266,181.30154878169733,5.0,218.98000000000002,218.81813277539914,219.1418672246009,5.0,19.447948043297252,17.469978802831818,21.425917283762686,5.0,23.508191174021647,21.113242118878098,25.903140229165196,5.0,322.0,322.0,322.0,5.0,4.320859283930058,3.8827763151745573,4.758942252685558,5.0,0.0,0.0,0.0,5.0,80.58,72.41016078454416,88.74983921545584,8378.0,3687.090590951047,13068.909409048953,100.1,30025,0,30025,0.0,0.008376768428890544
Raft,10,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.7,0.6590598817783826,0.7409401182216173,5.0,2.1719999999999997,2.0618658952730806,2.282134104726919,5.0,183.95,182.16168709673053,185.73831290326945,5.0,195.0,191.07414315085228,198.92585684914772,5.0,270.4,270.04886068861487,270.7511393113851,5.0,326.5,326.2366455164612,326.7633544835388,5.0,22.058193635777467,20.983968631489248,23.132418640065687,5.0,26.63491114279937,25.327187432784832,27.94263485281391,5.0,484.0,484.0,484.0,5.0,4.93541373703996,4.693137187107257,5.1776902869726635,5.0,0.0,0.0,0.0,5.0,77.14000000000001,71.0602431132816,83.21975688671843,36772.0,32010.578127686647,41533.42187231335,150.06,37946,7075,45021,0.157148886075387,0.00907441016333938
Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.866,0.7446471988951223,0.9873528011048777,5.0,3.0740000000000003,2.804199076176526,3.3438009238234745,5.0,185.35,184.0222998230022,186.6777001769978,5.0,201.6,199.1799393065462,204.0200606934538,5.0,358.41999999999996,358.0644985423377,358.77550145766224,5.0,397.16,380.6817799788448,413.63822002115523,5.0,78.9148868215535,58.8270545348217,99.00271910828529,5.0,86.97880052172992,67.29162917784532,106.66597186561452,5.0,642.8,641.4400432948067,644.1599567051932,5.0,17.68985290669632,13.192349861727457,22.187355951665182,5.0,0.0,0.0,0.0,5.0,99.78,99.72448,99.83552,39910.0,39172.39846420984,40647.60153579016,199.98,18998,41015,60013,0.6834352556945995,0.008679094006814993
Raft,100,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.27799999999999997,0.26911246355844315,0.2868875364415568,5.0,0.55,0.48981775411302775,0.6101822458869723,5.0,162.05,160.5232,163.57680000000002,5.0,176.0,173.08850663747967,178.91149336252033,5.0,89.72,89.66448,89.77552,5.0,107.918,107.8657698716831,107.97023012831691,5.0,11.527150748752078,11.514007503176643,11.540293994327513,5.0,13.865220898502496,13.841610298525953,13.888831498479039,5.0,149.2,149.2,149.2,5.0,2.3961371048252906,2.392760972705244,2.3995132369453374,5.0,0.0,0.0,0.0,5.0,48.260000000000005,48.192002164740344,48.327997835259666,1256.0,1161.2086437695923,1350.7913562304077,50.1,15025,0,15025,0.0,0.0057604641525072515
Raft,100,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.48650000000000004,0.4739695037608242,0.4990304962391759,5.0,0.8800000000000001,0.8237902841138652,0.936209715886135,5.0,175.85,174.08609281423313,177.61390718576686,5.0,186.6,184.5226318188631,188.6773681811369,5.0,178.76,178.5522631818863,178.96773681811368,5.0,214.948,214.63758411009744,215.25841588990258,5.0,23.019414487926728,22.977778283680482,23.061050692172973,5.0,27.67944153205662,27.624777627523592,27.73410543658965,5.0,298.4,298.4,298.4,5.0,4.803221315570357,4.7998423723494605,4.806600258791254,5.0,0.0,0.0,0.0,5.0,96.66,96.59200216474034,96.72799783525966,762.0,666.0772490803147,857.9227509196853,100.1,30025,0,30025,0.0,0.005033105731429755
Raft,100,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.8145,0.7787472106822418,0.8502527893177582,5.0,1.5080000000000002,1.4014218435888481,1.6145781564111523,5.0,178.85,176.58411391283673,181.11588608716326,5.0,189.0,185.07414315085228,192.92585684914772,5.0,267.1,266.70741431508526,267.4925856849148,5.0,322.34000000000003,321.9614040760917,322.71859592390837,5.0,34.37863942254303,34.31808208554259,34.43919675954347,5.0,41.48862009994448,41.426366417728204,41.55087378216075,5.0,448.0,448.0,448.0,5.0,7.207800111049417,7.205037983342588,7.210562238756247,5.0,0.0,0.0,0.0,5.0,144.88,144.82448,144.93552,674.0,587.2749875987325,760.7250124012675,150.1,45025,0,45025,0.0,0.005621893981225842
Raft,100,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.0115,0.9661716515191653,1.0568283484808347,5.0,2.07,1.9976107764926296,2.14238922350737,5.0,180.85,179.27353504320584,182.42646495679415,5.0,197.0,191.1770132749593,202.8229867250407,5.0,354.04,353.46704005585036,354.6129599441497,5.0,427.46000000000004,426.6525704429488,428.2674295570513,5.0,43.64056071281746,41.976767112568716,45.304354313066206,5.0,52.691000942514826,50.663261145559915,54.71874073946974,5.0,596.8,594.5791999999999,599.0208,5.0,9.195201671225574,8.860264360578135,9.530138981873012,5.0,0.0,0.0,0.0,5.0,184.84,177.70260222030467,191.97739777969537,5926.0,3065.6475331707807,8786.35246682922,199.92,59981,0,59981,0.0,0.0054723003678857395
