scenario,rep,scope,phase,mode,consensus,batch,tps,k_fault,fault_family,fault_nodes,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,SourceFolder,role
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_orderer,0.005172,0.15,9.944984,10.842276,0.0,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_org1,0.00069,0.02,11.064285,11.492393,0.0,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_org2,0.0,0.0,10.785869,11.471421,0.0004,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,couchdb0,24.282069,66.19,69.843478,84.85077,19.368,8.687,0.0,26.92,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,couchdb1,13.711724,45.22,70.117192,85.46943,16.678,5.998,0.0,27.01,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,15.95,42.75,74.647402,81.736499,40.975,30.311,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.001034,0.01,52.961766,52.97406,0.008,0.0079,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer.example.com,1.692414,4.59,110.874618,190.94569,67.183,6.576,0.0,126.619,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer10.example.com,1.537931,4.55,105.533389,191.889408,67.328,6.734,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer2.example.com,1.567241,3.45,107.225212,198.81001,67.439,6.8,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer3.example.com,1.557241,4.35,113.33371,211.812352,67.456,6.857,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer4.example.com,1.619655,4.31,113.142074,199.334298,67.646,6.969,0.0,126.619,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer5.example.com,1.616552,3.8,111.043475,192.413696,67.813,6.855,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer6.example.com,1.684138,4.35,110.838822,191.679693,67.455,6.888,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer7.example.com,4.138276,10.13,146.973836,267.282022,64.96,610.79,0.0,126.619,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer8.example.com,1.726207,4.95,112.182446,200.068301,67.739,67.784,0.0,126.615,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer9.example.com,1.429655,3.64,109.389256,192.937984,67.328,6.764,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,peer0.org1.example.com,29.475172,55.7,221.194576,357.774131,203.084,191.035,0.0,64.794,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,peer0.org2.example.com,6.455172,21.3,204.211622,308.281344,66.905,17.069,0.0,64.794,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ORDERERS_AGG,1.856931,4.812,114.053684,203.717345,672.347,733.017,0.0,1266.21,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_orderer,0.0,0.0,8.876196,8.876196,0.0012,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_org1,0.001379,0.04,10.179721,10.468983,0.0012,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_org2,0.0,0.0,10.127762,10.277093,0.0016,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,couchdb0,16.741379,50.17,60.849227,66.290975,9.4,13.0,0.0,21.9,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,couchdb1,23.406207,58.27,59.554055,64.896369,11.0,12.22,0.0,21.9,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.00069,0.01,78.75782,78.758543,0.0,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,15.232759,34.83,72.977635,78.748058,24.647,26.8476,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer.example.com,1.557241,3.63,182.369061,197.761434,53.3,5.32,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer10.example.com,1.623103,4.21,182.965665,199.22944,53.9,5.87,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer2.example.com,1.498966,4.17,191.59653,201.955738,53.4,53.4,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer3.example.com,1.321724,3.05,188.071145,201.43145,52.9,5.18,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer4.example.com,1.631034,4.57,182.383524,204.262605,54.1,5.91,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer5.example.com,1.531379,3.83,178.666503,191.994266,52.8,5.36,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer6.example.com,1.678276,3.58,186.057156,200.592589,53.4,5.7,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer7.example.com,3.807586,7.94,219.521193,244.632781,52.0,434.0,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer8.example.com,1.561034,3.65,186.451276,198.600294,53.6,53.7,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer9.example.com,1.653793,4.01,184.307119,203.318886,52.9,5.44,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,peer0.org1.example.com,7.557931,21.18,293.095071,313.838797,61.0,9.0,0.0,53.8,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,peer0.org2.example.com,29.937241,56.98,304.510086,342.360064,166.0,140.3,0.0,53.8,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ORDERERS_AGG,1.786414,4.264,188.238917,204.377948,532.3,579.88,0.0,990.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_orderer,0.0,0.0,9.757,9.757,0.0004,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_org1,0.001034,0.03,11.083448,11.555308,0.0005,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ca_org2,0.0,0.0,11.020534,11.020534,0.0005,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,couchdb0,25.408621,64.99,69.941104,82.627789,19.366,8.687,0.0,26.92,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,couchdb1,13.776897,48.26,70.971963,86.203433,16.677,5.997,0.0,27.01,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,16.198621,45.48,73.775276,80.520151,40.974,30.305,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.003103,0.03,53.476291,53.487862,0.008,0.0078,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer.example.com,1.618276,4.37,112.165813,197.761434,67.696,7.111,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer10.example.com,1.434828,3.96,110.552814,209.7152,67.124,6.541,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer2.example.com,1.537931,3.99,111.739513,195.035136,67.761,7.214,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer3.example.com,1.457931,3.43,113.048786,208.771482,67.66,6.943,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer4.example.com,1.666897,4.39,114.597786,219.362099,67.034,6.69,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer5.example.com,1.632759,4.52,112.722643,193.776845,67.842,7.256,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer6.example.com,1.616552,4.5,110.058899,198.705152,67.259,67.202,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer7.example.com,4.22931,9.16,147.365425,242.011341,64.69,549.92,0.0,126.615,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer8.example.com,1.580345,3.37,114.967319,200.697446,66.81,66.855,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,orderer9.example.com,1.496552,4.1,107.842064,189.058253,68.05,7.447,0.0,126.623,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,peer0.org1.example.com,30.966552,56.25,224.585092,334.600602,202.091,191.038,0.0,64.794,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,peer0.org2.example.com,6.456552,21.29,201.247045,303.248179,66.909,16.976,0.0,64.794,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,peer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,submitEvidence,ORDERERS_AGG,1.827138,4.579,115.506106,205.489439,671.926,733.179,0.0,1266.222,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderers_agg
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_orderer,0.00069,0.02,9.062951,9.232712,0.0011,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_org1,0.001379,0.04,10.398439,11.17782,0.0006,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,ca_org2,0.000345,0.01,10.396884,11.093934,0.0006,0.0,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,ca
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,couchdb0,22.949655,63.48,69.415008,79.471575,9.5,13.09,0.0,22.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,couchdb1,27.336897,69.58,60.612755,64.959283,11.0,12.21,0.0,22.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,couchdb
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.002414,0.04,55.933575,55.94153,0.0,0.1,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,15.195517,36.28,71.793106,77.542195,24.728,26.8275,0.0,0.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,chaincode
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer.example.com,1.573448,4.68,192.974142,206.67433,53.7,5.8,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer10.example.com,1.508966,3.75,180.582866,202.899456,53.6,5.46,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
Raft_b100_tps100_k0_unsplit_highimpact-nested,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,0,highimpact-nested,,retrieveEvidenceAndLog,orderer2.example.com,1.637241,4.12,192.475164,207.408333,53.7,5.51,0.0,99.0,Raft_b100_tps100_k0_unsplit_highimpact-nested_resource_metrics.csv,Raft_b100_tps100_k0_unsplit_highimpact-nested,orderer
