consensus,batch,tps,fault_profile,round_label,phase,rep,role,role_count,cpu_avg_mean,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,8.4805685,8.3,13.219999999999999,16.2,60,1.1066666666666667,1.7626666666666666
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,7.1307955,1335.1,1179.17,627.0,60,178.01333333333332,157.22266666666667
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,15.4277275,163.8,486.2,34.4,60,21.84,64.82666666666667
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.002945666666666667,0.0031000000000000003,0.0,0.0,60,0.00041333333333333337,0.0
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,5.180000000000001,24.768,26.8653,0.0,60,3.3024,3.58204
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,15.187791,20.4,25.42,50.8,60,2.7199999999999998,3.3893333333333335
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,8.9634186,1254.9,1155.87,1072.0,60,167.32000000000002,154.11599999999999
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,18.976395,241.8,500.2,108.6,60,32.24,66.69333333333333
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.0019046666666666667,0.0050999999999999995,0.0,0.0,60,0.0006799999999999999,0.0
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,5.2765475,24.761,26.8663,0.0,60,3.3014666666666668,3.582173333333333
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,16.550238,20.5,25.22,50.9,60,2.7333333333333334,3.3626666666666667
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,9.392357200000001,1241.0,1191.52,1072.0,60,165.46666666666667,158.86933333333334
SmartBFT,100,100,high-impact,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,19.405357,241.7,499.8,108.6,60,32.22666666666667,66.64
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,1,ca,3,0.0023013333333333336,0.0036,0.0,0.0,60,0.00048,0.0
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,1,chaincode,2,5.0361905,41.251000000000005,30.490299999999998,0.0,60,5.500133333333334,4.065373333333333
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,1,couchdb,2,16.214881000000002,36.111999999999995,14.841999999999999,62.230000000000004,60,4.814933333333332,1.9789333333333332
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,1,orderer,10,8.9808095,1264.3600000000001,906.9010000000001,1082.4189999999999,60,168.58133333333336,120.92013333333334
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,1,peer,2,18.764167,299.84000000000003,647.485,147.39,60,39.97866666666667,86.33133333333333
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,2,ca,3,0.004318,0.0034000000000000002,0.0,0.0,60,0.00045333333333333337,0.0
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,2,chaincode,2,4.7585225,41.089,30.314999999999998,0.0,60,5.478533333333333,4.042
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,2,couchdb,2,7.7476135,14.222,6.864000000000001,18.79,60,1.8962666666666665,0.9152000000000001
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,2,orderer,10,7.445772700000001,1357.3700000000001,903.299,412.728,60,180.9826666666667,120.43986666666666
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,2,peer,2,14.916477,194.73999999999998,623.4910000000001,44.854,60,25.96533333333333,83.13213333333334
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,3,ca,3,0.0017423333333333334,0.007299999999999999,0.0,0.0,60,0.0009733333333333332,0.0
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,3,chaincode,2,4.916477,41.091,30.41688,0.0,60,5.478800000000001,4.055584
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,3,couchdb,2,8.1226135,14.201,6.8629999999999995,18.79,60,1.8934666666666666,0.9150666666666666
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,3,orderer,10,8.082409,1357.333,901.281,411.428,60,180.97773333333333,120.1708
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,3,peer,2,14.970113999999999,194.72,623.476,44.854,60,25.962666666666667,83.13013333333333
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,4,ca,3,0.0015873333333333336,0.0063,0.0,0.0,60,0.00084,0.0
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,4,chaincode,2,5.1691665,41.088,30.3156,0.0,60,5.4784,4.04208
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,4,couchdb,2,16.4430955,36.162,14.824000000000002,61.790000000000006,60,4.8216,1.9765333333333335
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,4,orderer,10,8.3060477,1234.643,863.106,968.824,60,164.61906666666667,115.0808
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,4,peer,2,19.652976,284.11,645.5949999999999,130.654,60,37.88133333333334,86.07933333333332
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,5,ca,3,0.00022733333333333332,0.0022,0.0,0.0,60,0.0002933333333333333,0.0
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,5,chaincode,2,4.8136365,41.188,30.41417,0.0,60,5.491733333333333,4.055222666666666
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,5,couchdb,2,7.696932,14.205,6.992000000000001,18.79,60,1.894,0.9322666666666668
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,5,orderer,10,7.3069546,1344.987,889.943,410.936,60,179.3316,118.65906666666666
SmartBFT,100,100,high-impact,submitEvidence,UNSPLIT,5,peer,2,14.955795499999999,195.77,623.5500000000001,44.854,60,26.102666666666668,83.14000000000001
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.0021839999999999997,0.0023,0.0,0.0,60,0.0003066666666666667,0.0
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,8.024827499999999,24.352,26.7483,0.0,60,3.2469333333333332,3.56644
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,24.965862,20.5,25.41,51.0,60,2.7333333333333334,3.388
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,10.375931,1042.7,566.03,1072.0,60,139.02666666666667,75.47066666666666
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,26.166552,240.7,496.4,108.6,60,32.093333333333334,66.18666666666667
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.00022999999999999998,0.0021999999999999997,0.0,0.0,60,0.00029333333333333327,0.0
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,7.8356900000000005,24.167,26.8686,0.0,60,3.222266666666667,3.58248
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,22.820517000000002,20.5,25.43,51.0,60,2.7333333333333334,3.3906666666666667
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,9.9488965,1051.6,525.19,1072.0,60,140.2133333333333,70.02533333333334
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,24.9363795,240.8,497.2,108.6,60,32.10666666666667,66.29333333333334
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.008046,0.0036,0.0,0.0,60,0.00048,0.0
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,7.823620999999999,24.168,26.868100000000002,0.0,60,3.2224,3.5824133333333337
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,25.7306895,20.5,25.43,51.0,60,2.7333333333333334,3.3906666666666667
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,12.0337931,1045.9,472.44,1072.0,60,139.45333333333335,62.992
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,27.176724,239.8,497.2,108.6,60,31.973333333333336,66.29333333333334
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.00022999999999999998,0.0032,0.0,0.0,60,0.00042666666666666667,0.0
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,7.428276,24.376,26.7847,0.0,60,3.2501333333333333,3.5712933333333337
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,24.858966000000002,20.5,25.42,50.8,60,2.7333333333333334,3.3893333333333335
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,8.869517,1044.2,470.69,1072.0,60,139.22666666666666,62.75866666666666
SmartBFT,100,100,limited-impact,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,25.7734485,240.2,498.1,108.4,60,32.026666666666664,66.41333333333334
