scenario,rep,scope,phase,mode,consensus,batch,tps,k_fault,fault_profile,fault_nodes,round_label,container,cpu_avg,cpu_max,mem_avg_mb,mem_max_mb,traffic_in_mb,traffic_out_mb,disc_read_b,disc_write_mb,SourceFile,SourceFolder,role
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_orderer,0.007333,0.22,9.711632,10.632561,0.0021,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org1,0.0,0.0,10.148258,11.534336,0.002,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org2,0.0,0.0,11.217666,11.387535,0.002,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb0,24.892333,49.94,62.012086,68.293755,19.373,8.784,0.0,30.82,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb1,13.804667,32.39,62.592298,68.031611,16.676,6.087,0.0,30.91,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,13.814,22.58,73.490148,77.112279,41.078,30.3068,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.001333,0.02,53.482969,53.498348,0.009,0.00688,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer.example.com,0.571333,3.05,33.060902,108.213043,22.532,22.638,0.0,41.423,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer10.example.com,1.842667,3.76,104.472423,178.048205,69.369,69.416,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer2.example.com,0.538333,2.93,30.271341,100.23338,22.379,2.192,0.0,41.423,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer3.example.com,0.571333,2.45,31.215408,96.972308,22.878,2.611,0.0,41.423,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer4.example.com,1.843667,4.3,106.843603,182.347366,69.279,48.322,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer5.example.com,1.867333,3.96,104.144219,169.449882,69.186,8.611,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer6.example.com,1.873667,4.18,104.66641,175.007334,69.385,8.72,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer7.example.com,3.767333,7.31,124.46702,196.503142,64.64,430.47,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer8.example.com,1.773,3.62,104.627613,172.281037,69.703,9.16,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer9.example.com,1.883667,3.86,106.06556,169.030451,68.784,8.232,0.0,124.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org1.example.com,28.801667,50.78,193.98656,268.225741,203.05,192.0,0.0,65.394,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org2.example.com,6.555,12.06,188.258539,260.256563,67.069,17.037,0.0,65.394,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,1,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ORDERERS_AGG,1.653233,3.942,84.98345,154.808615,548.135,610.372,0.0,996.63,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderers_agg
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_orderer,0.005667,0.17,9.074376,9.834594,0.0026,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org1,0.0,0.0,9.731834,9.731834,0.0021,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org2,0.000667,0.02,9.417645,9.7937,0.0022,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb0,15.731,36.78,57.545501,59.338916,9.5,13.02,0.0,25.5,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb1,21.349333,47.87,55.958656,58.049167,11.0,12.24,0.0,25.5,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.002,0.04,76.71382,76.71382,0.0,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,13.109,24.08,71.884429,76.923535,25.1,26.848,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer.example.com,0.497333,2.39,86.206928,177.733632,17.7,1.77,0.0,32.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer10.example.com,1.883,4.48,174.748686,191.574835,55.0,6.8,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer2.example.com,0.537,2.69,88.202718,182.137651,17.9,2.0,0.0,32.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer3.example.com,0.479667,2.48,86.902484,178.25792,17.9,1.96,0.0,32.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer4.example.com,1.509,4.54,177.590327,191.679693,54.9,7.18,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer5.example.com,1.794,4.16,172.448809,189.372826,54.6,6.78,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer6.example.com,1.594333,3.28,181.812593,190.001971,54.6,6.83,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer7.example.com,3.558333,6.85,195.555929,201.641165,51.9,340.0,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer8.example.com,1.689,3.5,175.196078,185.073664,54.6,7.23,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,orderer9.example.com,1.829333,4.48,182.976512,189.267968,55.6,103.0,0.0,98.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,peer0.org1.example.com,6.123667,13.52,257.383465,268.540314,61.0,10.0,0.0,54.3,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,peer0.org2.example.com,29.684333,51.61,263.129661,275.2512,166.8,141.1,0.0,54.3,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,1,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ORDERERS_AGG,1.5371,3.885,152.164106,187.674132,434.7,483.55,0.0,782.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderers_agg
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_orderer,0.000882,0.02,9.298186,9.338618,0.0036,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org1,0.0,0.0,11.051806,11.492393,0.004,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ca_org2,0.000882,0.02,10.345282,11.460936,0.0036,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb0,22.510882,131.62,62.439308,74.889298,18.266,8.367,0.0,28.82,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,couchdb1,13.254118,57.81,59.941847,66.899149,15.576,5.677,0.0,28.91,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,12.591176,27.96,73.399703,76.797706,40.975,30.3115,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,dev-peer0.org2.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.001176,0.02,53.37992,53.39349,0.011,0.0075,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer.example.com,0.480882,2.99,28.803458,110.624768,22.434,2.252,0.0,41.423,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer10.example.com,1.595882,3.88,112.82431,179.725926,70.181,29.93,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer2.example.com,0.445294,2.62,27.610857,105.381888,22.475,2.298,0.0,41.419,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer3.example.com,0.399118,2.25,28.167835,97.370767,22.491,2.264,0.0,41.423,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer4.example.com,1.478529,3.37,110.931939,173.329613,70.09,8.834,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer5.example.com,1.693824,4.46,107.796697,167.562445,69.789,8.555,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer6.example.com,1.82,4.1,113.471344,177.523917,70.283,66.328,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer7.example.com,2.222941,6.67,117.501576,172.281037,69.5,262.44,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer8.example.com,2.622059,7.31,121.195648,196.18857,66.472,216.718,0.0,117.615,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,orderer9.example.com,1.630294,3.71,108.04342,178.153062,69.68,8.557,0.0,117.623,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org1.example.com,26.480882,92.02,220.631185,334.390886,199.067,190.026,0.0,61.594,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,peer0.org2.example.com,6.119706,21.38,193.752172,255.537971,63.157,15.926,0.0,61.594,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,peer
Raft_b100_tps100_k3_unsplit_high-impact,2,SUBMIT,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,submitEvidence,ORDERERS_AGG,1.438882,4.136,87.634708,155.814199,553.395,608.176,0.0,947.618,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,orderers_agg
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_orderer,0.004667,0.14,8.874169,8.937013,0.002,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org1,0.000333,0.01,9.529144,10.317988,0.002,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,ca_org2,0.001667,0.05,9.703278,11.156849,0.0025,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,ca
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb0,17.178667,36.63,57.33264,59.087258,9.6,13.01,0.0,25.5,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,couchdb1,22.433667,51.05,56.960396,58.846085,11.0,12.34,0.0,25.5,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,couchdb
Raft_b100_tps100_k3_unsplit_high-impact,2,RETRIEVE,UNSPLIT,unsplit,Raft,100,100,3,high-impact,orderer.example.com|orderer2.example.com|orderer3.example.com,retrieveEvidenceAndLog,dev-peer0.org1.example.com-forensicContract_1.0-9176218e88396841943270b3841b38bec7d2ec350c25128904c5162f8c96fcce,0.002,0.03,78.873537,78.873887,0.0,0.0,0.0,0.0,Raft_b100_tps100_k3_unsplit_high-impact_resource_metrics.csv,Raft_b100_tps100_k3_unsplit_high-impact,chaincode
